SubnetworkSize	TruePositives	FalsePositives	PPV(%)	genes
96	5	19	24	APC,TP53,PIK3CA,PTEN,PBRM1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,SYNE1,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1
97	5	19	24	APC,TP53,PIK3CA,PTEN,PBRM1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,SYNE1,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1
98	5	19	24	APC,TP53,PIK3CA,PTEN,PBRM1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,SYNE1,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1
99	5	19	24	APC,TP53,PIK3CA,PTEN,PBRM1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,SYNE1,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1
100	5	19	24	APC,TP53,PIK3CA,PTEN,PBRM1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,SYNE1,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1
101	5	19	24	APC,TP53,PIK3CA,PTEN,PBRM1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,SYNE1,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1
102	5	19	24	APC,TP53,PIK3CA,PTEN,PBRM1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,SYNE1,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1
103	5	20	23	APC,TP53,PIK3CA,PTEN,PBRM1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1
104	5	20	23	APC,TP53,PIK3CA,PTEN,PBRM1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1
105	6	20	25	APC,TP53,PIK3CA,PTEN,PBRM1,ABL1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1
106	6	20	25	APC,TP53,PIK3CA,PTEN,PBRM1,ABL1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1
107	6	20	25	APC,TP53,PIK3CA,PTEN,PBRM1,ABL1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1
108	6	20	25	APC,TP53,PIK3CA,PTEN,PBRM1,ABL1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1
109	6	20	25	APC,TP53,PIK3CA,PTEN,PBRM1,ABL1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1
110	6	20	25	APC,TP53,PIK3CA,PTEN,PBRM1,ABL1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1
111	6	20	25	APC,TP53,PIK3CA,PTEN,PBRM1,ABL1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1
112	6	20	25	APC,TP53,PIK3CA,PTEN,PBRM1,ABL1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1
113	6	21	25	APC,TP53,PIK3CA,PTEN,PBRM1,ABL1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1,FYN
114	6	22	24	APC,TP53,PIK3CA,PTEN,PBRM1,ABL1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,CACNA1A,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1,FYN
115	6	22	24	APC,TP53,PIK3CA,PTEN,PBRM1,ABL1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,CACNA1A,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1,FYN
116	6	22	24	APC,TP53,PIK3CA,PTEN,PBRM1,ABL1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,CACNA1A,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1,FYN
117	6	22	24	APC,TP53,PIK3CA,PTEN,PBRM1,ABL1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,CACNA1A,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1,FYN
118	6	22	24	APC,TP53,PIK3CA,PTEN,PBRM1,ABL1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,CACNA1A,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1,FYN
119	6	22	24	APC,TP53,PIK3CA,PTEN,PBRM1,ABL1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,CACNA1A,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1,FYN
120	7	22	26	APC,TP53,PIK3CA,ATM,PTEN,PBRM1,ABL1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,CACNA1A,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1,FYN
121	7	22	26	APC,TP53,PIK3CA,ATM,PTEN,PBRM1,ABL1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,CACNA1A,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1,FYN
122	8	22	29	APC,TP53,PIK3CA,ATM,PTEN,PBRM1,ABL1,PIK3R1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,CACNA1A,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1,FYN
123	8	22	29	APC,TP53,PIK3CA,ATM,PTEN,PBRM1,ABL1,PIK3R1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,CACNA1A,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1,FYN
124	8	22	29	APC,TP53,PIK3CA,ATM,PTEN,PBRM1,ABL1,PIK3R1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,CACNA1A,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1,FYN
125	8	22	29	APC,TP53,PIK3CA,ATM,PTEN,PBRM1,ABL1,PIK3R1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,CACNA1A,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1,FYN
126	8	22	29	APC,TP53,PIK3CA,ATM,PTEN,PBRM1,ABL1,PIK3R1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,CACNA1A,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1,FYN
127	8	22	29	APC,TP53,PIK3CA,ATM,PTEN,PBRM1,ABL1,PIK3R1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,CACNA1A,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1,FYN
128	8	23	28	APC,TP53,PIK3CA,ATM,PTEN,PBRM1,ABL1,PIK3R1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,CACNA1A,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1,SMAD2,FYN
129	8	23	28	APC,TP53,PIK3CA,ATM,PTEN,PBRM1,ABL1,PIK3R1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,CACNA1A,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1,SMAD2,FYN
130	8	23	28	APC,TP53,PIK3CA,ATM,PTEN,PBRM1,ABL1,PIK3R1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,CACNA1A,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,ESR2,NCK1,SMAD2,FYN
131	8	24	27	APC,TP53,PIK3CA,ATM,PTEN,PBRM1,ABL1,PIK3R1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,CACNA1A,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,PRPF40A,ESR2,NCK1,SMAD2,FYN
132	8	24	27	APC,TP53,PIK3CA,ATM,PTEN,PBRM1,ABL1,PIK3R1,MACF1,MTOR,NRXN1,MYO16,ZNF512B,VAV2,SIPA1L1,PDZD2,TNIK,DST,ATF7IP,CACNA1A,SYNE1,RANBP2,DISC1,GRB2,TTN,ATXN1,SMAD9,PRPF40A,ESR2,NCK1,SMAD2,FYN
