GeneSymbol	PosteriorP	Selected	ConvergenceIter	KnownCancerGene		BestSSN
CDC42	0.07122828326080316	true	-1	true	Set(CDC42	any	TP53, HDAC2	any	TP53, CDC42	any	CDH1)	5.030311648918275
ERBB3	0.07036988005501665	true	-1	true	Set(EGFR	any	ERBB3, EGFR	any	TP53, CDH1	any	EGFR)	5.599462017689063
IKBKG	0.06891081447318592	true	-1	false	Set(ATM	any	IKBKG, APC	any	TP53, ATM	any	TP53)	5.858517884839198
UFD1L	0.06889740462399474	true	-1	false	Set(CDH1	any	PIK3CA, PIK3CA	any	UFD1L, TP53	any	UFD1L)	5.52598709980625
HTT	0.0682579761392702	true	-1	false	Set(HTT	any	SETDB1, SETDB1	any	SKIL, HTT	any	TP53)	5.375901869133767
CD82	0.0677611596940309	true	-1	false	Set(CD82	any	TP53, EGFR	any	TP53, CDH1	any	EGFR)	5.049608597836459
SERPINE1	0.06600674472588292	true	-1	false	Set(SKIL	any	SMAD4, SERPINE1	any	TP53, SERPINE1	any	SMAD4)	5.80292244960601
UBE2I	0.06428245062782378	true	-1	false	Set(TP53	any	UBE2I, SKIL	any	SMAD4, SMAD4	any	UBE2I)	5.564681575577628
DKK1	0.06409038966814762	true	-1	false	Set(DKK1	any	TP53, DKK1	any	HDAC2, HDAC2	any	SMAD4)	5.417529920124895
ITGAV	0.0637273410567793	true	-1	false	Set(EGFR	any	TP53, EGFR	any	TLN1, ITGAV	any	TLN1)	5.816872630800374
XRCC6	0.06360935042303417	true	-1	false	Set(SKIL	any	XRCC6, TP53	any	XRCC6, SKIL	any	SMAD4)	5.564681575577628
PRKDC	0.06299400454553206	true	-1	false	Set(EGFR	any	TP53, PRKDC	any	TP53, EGFR	any	ERBB2)	5.47648700763534
EEF1A1	0.0627788274934225	true	-1	false	Set(TP53	any	ZCCHC10, EEF1A1	any	ZCCHC10, EEF1A1	any	KRAS)	5.520685867890774
RFWD2	0.0616696193101946	true	-1	false	Set(EGFR	any	TP53, RFWD2	any	TP53, EGFR	any	ERBB2)	5.435620995965673
GSK3B	0.06162621052833023	true	-1	false	Set(APC	any	TP53, GSK3B	any	TP53, ATM	any	TP53)	5.072259615738866
CCND1	0.061220849000309496	true	-1	true	Set(PTEN	any	TP53, CCND1	any	PIK3CA, PIK3CA	any	PTEN)	5.939988627051881
ATR	0.06105565977586802	true	-1	true	Set(ATR	any	TP53, RNF4	any	TP53, RNF4	any	SKIL)	5.32672690211075
RB1	0.06104421923618775	true	-1	true	Set(MEF2C	any	SMAD4, RB1	any	TP53, MEF2C	any	RB1)	5.380528202848466
PPP1CA	0.0609851733138248	true	-1	false	Set(SMAD4	any	TGFBR2, PPP1CA	any	TP53, PPP1CA	any	TGFBR2)	5.14846460681059
SMARCA4	0.06063107187371075	true	-1	true	Set(HDAC2	any	SMARCA4, HDAC2	any	SMAD4, SMARCA4	any	TP53)	5.384414830991357
JAK2	0.060465672273647186	true	-1	true	Set(EGFR	any	JAK2, EGFR	any	TP53, CDH1	any	EGFR)	5.83968778581616
MAX	0.0601666318115589	true	-1	true	Set(MAX	any	TP53, MAX	any	SMAD4, ATM	any	TP53)	5.40777925462421
SORT1	0.05948387914396169	true	-1	false	Set(APC	any	TP53, SORT1	any	TP53, APC	any	SYNE1)	5.391651348765052
ATF7IP	0.05931871687229129	true	-1	true	Set(ATF7IP	any	SMAD4, LAMA4	any	TP53, ATF7IP	any	LAMA4)	5.113140475621234
CCNE1	0.05913906343943742	true	-1	true	Set(CCNE1	any	PLK3, PLK3	any	TP53, ATM	any	TP53)	5.152020010200866
CAV1	0.05899692421602326	true	-1	false	Set(CAV1	any	EGFR, EGFR	any	TP53, CDH1	any	EGFR)	5.3930727961452645
ARNT	0.058975876330451704	true	-1	true	Set(ARNT	any	SERPINE1, SERPINE1	any	TP53, SERPINE1	any	SMAD4)	5.251308910341357
SYNE1	0.05874593174238868	true	-1	true	Set(APC	any	TP53, APC	any	SYNE1, ATM	any	TP53)	5.87615418965814
HIF1A	0.05859938419002608	true	-1	true	Set(HIF1A	any	SMAD4, SKIL	any	SMAD4, HIF1A	any	TP53)	5.564681575577628
GRB2	0.057866522741123916	true	-1	true	Set(EGFR	any	GRB2, EGFR	any	TP53, EGFR	any	TLN1)	5.157470510641949
MYC	0.05696141962996565	true	-1	true	Set(MYC	any	TP53, ERBB2	any	MYC, CDH1	any	ERBB2)	5.385918791375225
MACF1	0.056186795632405584	true	-1	true	Set(APC	any	TP53, MACF1	any	SKIL, APC	any	MACF1)	5.495129070424882
MDM2	0.055935116913597094	true	-1	true	Set(MDM2	any	TP53, HDAC2	any	MDM2, HDAC2	any	SMAD4)	5.18626743035924
IRS4	0.055908546623911815	true	-1	false	Set(EGFR	any	TP53, EGFR	any	IRS4, CDH1	any	EGFR)	5.372795008793146
HSP90AA1	0.055219201042331245	true	-1	true	Set(APC	any	TP53, EGFR	any	HSP90AA1, EGFR	any	TP53)	5.622060865981235
RBM48	0.0545811043654853	true	-1	false	Set(CDKN1A	any	TP53, CDKN1A	any	RBM48, CDKN1A	any	SMAD4)	5.198395416762883
FDXR	0.05366904899627051	true	-1	false	Set(HDAC2	any	SMAD4, FDXR	any	TP53, FDXR	any	HDAC2)	5.18626743035924
CTNNA1	0.053649277768045234	true	-1	false	Set(CTNNA1	any	EGFR, EGFR	any	TP53, CTNNA1	any	PIK3CA)	5.717533415759254
JUN	0.052860618942482174	true	-1	true	Set(JUN	any	TP53, SKIL	any	SMAD4, JUN	any	SMAD4)	5.564681575577628
TGFBR1	0.05261961007806437	true	-1	false	Set(APC	any	TP53, CTNNB1	any	TGFBR1, APC	any	CTNNB1)	5.411224564862154
PIK3R1	0.05247156515843743	true	-1	true	Set(PTEN	any	TP53, PIK3R1	any	PTEN, PIK3CA	any	PTEN)	5.345288500621075
DGCR8	0.05205317047218505	true	-1	false	Set(APC	any	TP53, DGCR8	any	TP53, APC	any	CTNNB1)	5.183678960911264
CDKN1A	0.05178344736904478	true	-1	true	Set(CDKN1A	any	TP53, SKIL	any	SMAD4, CDKN1A	any	SMAD4)	5.564681575577628
MCL1	0.051719389532388416	true	-1	false	Set(RNF4	any	TP53, RNF4	any	SKIL, MCL1	any	TP53)	5.489343028692954
PIAS2	0.05146268822783884	true	-1	false	Set(PIAS2	any	TP53, PTEN	any	TP53, PIK3CA	any	PTEN)	5.241735110027801
CASP10	0.05115600364063572	true	-1	false	Set(CASP10	any	CASP3, CASP10	any	TP53, ATM	any	TP53)	5.36124963793055
CSE1L	0.05100676897004741	true	-1	false	Set(CSE1L	any	TP53, EPHA2	any	TP53, EPHA2	any	PIK3CA)	5.097264170380443
BARD1	0.05077059869828332	true	-1	false	Set(APC	any	TP53, ATM	any	BARD1, ATM	any	TP53)	5.072259615738866
BCL2L14	0.05064769468666058	true	-1	false	Set(BCL2L14	any	TP53, HDAC2	any	SMAD4, HDAC2	any	TP53)	5.399228826549137
NAV3	0.05046366066699193	true	-1	true	Set(APC	any	NAV3, APC	any	TP53, ATM	any	TP53)	5.67970318476973
AKT1	0.05017856865575354	true	-1	true	Set(PTEN	any	TP53, PIK3CA	any	PTEN, AKT1	any	PIK3CA)	5.419776888064334
NFYC	0.04979710810140625	true	-1	false	Set(PTEN	any	TP53, PIK3CA	any	PTEN, NFYC	any	TP53)	4.99669819123325
ZNF274	0.04977008598974947	true	2604	false	Set(TP53	any	ZNF274, HDAC2	any	SMAD4, HDAC2	any	TP53)	5.534721962835162
SNAI2	0.04972814483633331	true	2602	false	Set(CDH1	any	CTNNB1, CTNNB1	any	SNAI2, SNAI2	any	TP53)	5.398820343161277
PAK1	0.049715221023967915	true	2603	false	Set(PAK1	any	SMAD4, EGFR	any	TP53, EGFR	any	PAK1, PAK1	any	PIK3CA)	5.341351736336337
TRAF6	0.04965601279647003	true	2601	false	Set(HDAC2	any	SKIL, TP53	any	TRAF6, HDAC2	any	TP53)	5.169576486137665
TK1	0.049356873641624444	true	2595	false	Set(APC	any	TP53, TK1	any	TP53, AGAP1	any	TK1)	5.0092976315432045
RIF1	0.04835542896745093	true	2574	false	Set(CHD3	any	TP53, CHD3	any	RIF1, CHD3	any	SKIL)	4.981811357195187
VDR	0.048140993287501155	true	2556	false	Set(SMAD4	any	VDR, TP53	any	VDR, SKIL	any	SMAD4)	5.564681575577628
MMP2	0.04803037520590242	true	2551	true	Set(CDH1	any	CTNNB1, CTNNB1	any	MMP2, MMP2	any	TP53)	5.28699079582721
CDK2	0.04752475909860138	true	2556	false	Set(CDK2	any	TP53, RNF4	any	TP53, RNF4	any	SKIL)	5.244863457231212
ERBB4	0.04726497203531016	true	2559	true	Set(EGFR	any	RASA1, EGFR	any	TP53, ERBB4	any	RASA1)	5.194998848441328
XRCC5	0.04686634420795949	true	2542	false	Set(ATM	any	IKBKG, TP53	any	XRCC5, ATM	any	TP53)	5.215706796257303
NGFR	0.04672843611208738	true	2522	false	Set(CDH1	any	PIK3CA, NGFR	any	TP53, NGFR	any	PIK3CA)	5.52598709980625
SRC	0.046703329548452854	true	2528	false	Set(HGF	any	SRC, HGF	any	TP53, CDH1	any	SRC)	5.276294061729175
AIFM2	0.046254602528089384	true	2529	false	Set(AIFM2	any	TP53, HDAC2	any	SMAD4, HDAC2	any	TP53)	5.431168572241888
DST	0.0460676618415764	true	2512	true	Set(APC	any	PNISR, APC	any	TP53, APC	any	DST)	5.51130264597732
SMAD3	0.04561063477056859	true	2506	true	Set(SKIL	any	SMAD3, RNF4	any	TP53, RNF4	any	SKIL)	5.34083779286831
SMAD2	0.04551009627330904	true	2510	true	Set(RNF4	any	TP53, RNF4	any	SKIL, SKIL	any	SMAD2)	5.227308303571454
RASA1	0.045256915088197236	true	2500	true	Set(EGFR	any	RASA1, ERBB2	any	RASA1, EGFR	any	TP53)	5.623598085567038
MAPK14	0.04525118182934129	true	2499	false	Set(MEF2C	any	SMAD4, MAPK14	any	MEF2C, MAPK14	any	TP53)	5.042271428956949
ATXN1	0.04521247504066506	true	2505	false	Set(ATXN1	any	MED15, HDAC2	any	SMAD4, HDAC2	any	TP53, MED15	any	SMAD4)	4.797991233630237
NLRC4	0.04513555988643858	true	2499	false	Set(NLRC4	any	TP53, HDAC2	any	SMAD4, HDAC2	any	TP53)	5.431168572241888
BDNF	0.045092758501509234	true	2498	false	Set(EGFR	any	TP53, BDNF	any	TP53, EGFR	any	ERBB2)	5.241922303555128
TSC2	0.04431336744891867	true	2479	true	Set(TP53	any	TSC2, RNF4	any	TP53, RNF4	any	SKIL)	5.34342482708827
DYRK2	0.04409527361212151	true	2458	false	Set(DYRK2	any	TP53, APC	any	TP53, ATM	any	DYRK2)	5.072259615738866
PRKAB1	0.04402532127678738	true	2475	false	Set(PRKAB1	any	TP53, EGFR	any	TP53, EGFR	any	ERBB2)	5.34725940751255
TP73	0.04391125516619998	true	2473	false	Set(APC	any	TP53, TP53	any	TP73, ATM	any	TP53)	5.317143704512921
SMYD2	0.04376607160638535	true	2487	false	Set(RNF4	any	TP53, RNF4	any	SKIL, SMYD2	any	TP53)	5.244863457231212
PTPRB	0.043733969934842076	true	2444	true	Set(EGFR	any	PTPRB, EGFR	any	TP53, ERBB2	any	PTPRB)	5.581006483543765
HIC1	0.043584213235978275	true	2478	false	Set(HIC1	any	TP53, HDAC2	any	SMAD4, HDAC2	any	TP53)	5.429467064926006
POU4F2	0.04317000333766002	true	2446	false	Set(POU4F2	any	TP53, HDAC2	any	SMAD4, HDAC2	any	TP53)	5.52961459951556
FOXA1	0.04239833738410903	true	2434	true	Set(FOXA1	any	TP53, PTEN	any	TP53, PIK3CA	any	PTEN)	4.99669819123325
PRMT1	0.04237170625856285	true	2438	false	Set(PRMT1	any	TP53, EGFR	any	TP53, EGFR	any	ERBB2)	5.002608294073453
JMY	0.04235111697097488	true	2430	false	Set(APC	any	TP53, JMY	any	TP53, ATM	any	TP53)	5.420697095106195
PCDHA4	0.042130515375194966	true	2407	false	Set(RNF4	any	TP53, RNF4	any	SKIL, PCDHA4	any	TP53)	5.338424825488268
PNISR	0.04175758543860869	true	2370	false	Set(APC	any	PNISR, APC	any	TP53, ATM	any	TP53)	5.845375663176959
TRIP13	0.04169606435480666	true	2425	false	Set(APC	any	TP53, PLK3	any	TRIP13, PLK3	any	TP53)	5.081744466144584
SPP1	0.041589855884581306	true	2393	false	Set(PTEN	any	TP53, SPP1	any	TP53, PIK3CA	any	PTEN)	5.236764186172114
SMAD9	0.04155848120333189	true	2423	false	Set(SP1	any	TP53, SMAD4	any	SP1, SMAD4	any	SMAD9)	5.207511390181835
SNRPN	0.04141254823271834	true	2409	false	Set(SNRPN	any	TP53, HDAC2	any	SMAD4, HDAC2	any	TP53)	5.527910247660083
CTNND1	0.041207849780005634	true	2400	false	Set(EGFR	any	TP53, CTNND1	any	PIK3CA, CTNND1	any	EGFR)	5.428713881527576
YY1	0.04097342727461406	true	2386	false	Set(EGFR	any	TP53, TP53	any	YY1, CDH1	any	EGFR)	5.2895194055519905
SOS1	0.04093206577599623	true	2385	false	Set(PIK3CA	any	SOS1, EGFR	any	TP53, EGFR	any	SOS1)	5.56096458862377
WDR33	0.04062658606045272	true	2382	false	Set(SMAD4	any	TGFBR1, TGFBR1	any	WDR33, TP53	any	WDR33)	5.2503748199989895
UBE2D1	0.04055659042359577	true	2369	true	Set(RNF4	any	TP53, RNF4	any	SKIL, RNF4	any	UBE2D1)	4.999847535198578
TP63	0.04033813657248314	true	2411	true	Set(TP53	any	TP63, EPHA2	any	TP53, EPHA2	any	PIK3CA)	5.0756632715999705
ANXA7	0.04032972376912353	true	2365	false	Set(EEF1A1	any	SMAD4, ANXA7	any	EEF1A1, ANXA7	any	TP53)	4.981668548231406
PCNA	0.04032253231723698	true	2393	false	Set(PCNA	any	TP53, RNF4	any	TP53, RNF4	any	SKIL)	4.999847535198578
BCL2L1	0.04022471890537338	true	2317	false	Set(BCL2L1	any	TP53, BCL2L1	any	PIK3CA, ATM	any	TP53)	5.332916946078072
MYO6	0.04019393449422637	true	2355	false	Set(APC	any	TP53, APC	any	MYO6, CDH1	any	MYO6)	5.897298441489967
PRKCD	0.040094113031095835	true	2342	false	Set(CDH1	any	PIK3CA, PIK3CA	any	PRKCD, PRKCD	any	TP53)	5.516026848847533
ZHX1	0.03982045887009383	true	2372	false	Set(PTEN	any	TP53, TP53	any	ZHX1, PIK3CA	any	PTEN)	4.99669819123325
SAT1	0.03969532142908605	true	2334	false	Set(APC	any	TP53, SAT1	any	TP53, ATM	any	TP53)	5.072259615738866
CHGB	0.039591640632612	true	2323	false	Set(PTEN	any	TP53, PIK3CA	any	PTEN, CHGB	any	PTEN)	5.331285365201072
TGFBR2	0.03951428247839689	true	2349	true	Set(CAV1	any	TP53, CAV1	any	TGFBR2, SMAD4	any	TGFBR2)	5.365821769123346
ARIH2	0.03867496330437681	true	2326	false	Set(PTEN	any	TP53, ARIH2	any	TP53, PIK3CA	any	PTEN)	4.986764186172114
MAGEB18	0.038422913055780716	true	2342	false	Set(HDAC2	any	SMAD4, MAGEB18	any	TP53, HDAC2	any	TP53)	5.522791477580372
TFDP1	0.03832183637437481	true	2289	true	Set(TFDP1	any	TP53, SMAD4	any	TFDP1, ATM	any	TP53)	5.40777925462421
NLRP1	0.038262683126424946	true	2322	true	Set(CASP1	any	NLRP1, CASP1	any	TP53, ATM	any	TP53)	4.9430540665727944
SYNGAP1	0.03807078482353965	true	2333	false	Set(EGFR	any	SYNGAP1, ERBB2	any	SYNGAP1, EGFR	any	TP53)	5.24727017976006
MAP4K4	0.03785303127389039	true	2307	false	Set(MAP4K4	any	TP53, ATM	any	RAD50, ATM	any	TP53)	5.033942266274002
KAT5	0.03760573033832304	true	2269	false	Set(RNF4	any	TP53, RNF4	any	SKIL, KAT5	any	TP53)	4.999847535198578
COPS5	0.03739612111113905	true	2287	false	Set(MEF2C	any	SMAD4, COPS5	any	MEF2C, COPS5	any	TP53)	5.042271428956949
BAX	0.03737972787694804	true	2316	false	Set(APC	any	TP53, BAX	any	TP53, BAX	any	CASP3)	5.04050545229072
STAT1	0.03718320057989505	true	2292	false	Set(EGFR	any	TP53, ERBB2	any	STAT1, EGFR	any	ERBB2)	5.338958975033728
ESR2	0.037108369311902145	true	2317	false	Set(DOK6	any	ESR2, DOK6	any	EGFR, EGFR	any	TP53)	4.8052085873813235
COL18A1	0.03699859315768317	true	2320	false	Set(HDAC2	any	SMAD4, COL18A1	any	TP53, HDAC2	any	TP53)	5.52961459951556
SIK1	0.0369635897555165	true	2332	false	Set(SIK1	any	TP53, RNF4	any	TP53, RNF4	any	SKIL)	4.999847535198578
HINFP	0.036859426642529725	true	2320	true	Set(PTEN	any	TP53, HINFP	any	TP53, PIK3CA	any	PTEN)	5.345288500621075
