SubnetworkSize	TruePositives	FalsePositives	PPV(%)	genes
109	10	33	25	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,CRK,ATXN1,CDH2,AKAP13,NEB,RELN,ATF7IP,GRB2,ERBB3,FYN,TTN,CNTNAP2,CDC42,SMAD9,DISC1,TNIK,CDC5L,NCK1,PAK1
110	10	33	25	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,CRK,ATXN1,CDH2,AKAP13,NEB,RELN,ATF7IP,GRB2,ERBB3,FYN,TTN,CNTNAP2,CDC42,SMAD9,DISC1,TNIK,CDC5L,NCK1,PAK1
111	10	33	25	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,CRK,ATXN1,CDH2,AKAP13,NEB,RELN,ATF7IP,GRB2,ERBB3,FYN,TTN,CNTNAP2,CDC42,SMAD9,DISC1,TNIK,CDC5L,NCK1,PAK1
112	10	33	25	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,CRK,ATXN1,CDH2,AKAP13,NEB,RELN,ATF7IP,GRB2,ERBB3,FYN,TTN,CNTNAP2,CDC42,SMAD9,DISC1,TNIK,CDC5L,NCK1,PAK1
113	10	33	25	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,CRK,ATXN1,CDH2,AKAP13,NEB,RELN,ATF7IP,GRB2,ERBB3,FYN,TTN,CNTNAP2,CDC42,SMAD9,DISC1,TNIK,CDC5L,NCK1,PAK1
114	10	33	25	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,CRK,ATXN1,CDH2,AKAP13,NEB,RELN,ATF7IP,GRB2,ERBB3,FYN,TTN,CNTNAP2,CDC42,SMAD9,DISC1,TNIK,CDC5L,NCK1,PAK1
115	10	33	25	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,CRK,ATXN1,CDH2,AKAP13,NEB,RELN,ATF7IP,GRB2,ERBB3,FYN,TTN,CNTNAP2,CDC42,SMAD9,DISC1,TNIK,CDC5L,NCK1,PAK1
116	10	34	24	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,CRK,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,FYN,TTN,CNTNAP2,CDC42,SMAD9,DISC1,TNIK,CDC5L,NCK1,PAK1
117	10	34	24	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,CRK,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,FYN,TTN,CNTNAP2,CDC42,SMAD9,DISC1,TNIK,CDC5L,NCK1,PAK1
118	10	35	23	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,CRK,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,FYN,TTN,CNTNAP2,CDC42,SMAD9,DISC1,TNIK,CDC5L,NCK1,PAK1
119	10	35	23	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,CRK,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,FYN,TTN,CNTNAP2,CDC42,SMAD9,DISC1,TNIK,CDC5L,NCK1,PAK1
120	10	35	23	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,CRK,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,FYN,TTN,CNTNAP2,CDC42,SMAD9,DISC1,TNIK,CDC5L,NCK1,PAK1
121	10	35	23	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,CRK,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,FYN,TTN,CNTNAP2,CDC42,SMAD9,DISC1,TNIK,CDC5L,NCK1,PAK1
122	10	35	23	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,CRK,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,FYN,TTN,CNTNAP2,CDC42,SMAD9,DISC1,TNIK,CDC5L,NCK1,PAK1
123	10	35	23	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,CRK,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,FYN,TTN,CNTNAP2,CDC42,SMAD9,DISC1,TNIK,CDC5L,NCK1,PAK1
124	10	36	23	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,CRK,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,FYN,TTN,CNTNAP2,CDC42,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1
125	10	36	23	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,CRK,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,FYN,TTN,CNTNAP2,CDC42,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1
126	10	36	23	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,CRK,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,FYN,TTN,CNTNAP2,CDC42,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1
127	11	36	25	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,CRK,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,FYN,TTN,CNTNAP2,CDC42,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1
128	11	36	25	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,CRK,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,FYN,TTN,CNTNAP2,CDC42,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1
129	11	36	25	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,CRK,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,FYN,TTN,CNTNAP2,CDC42,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1
130	11	36	25	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,CRK,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,FYN,TTN,CNTNAP2,CDC42,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1
131	11	38	24	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1
132	11	39	23	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1
133	12	40	24	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1
134	12	40	24	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1
135	12	40	24	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1
136	12	40	24	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1
137	12	40	24	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1
138	12	40	24	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1
139	12	40	24	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1
140	12	40	24	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1
141	12	41	24	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1,SRC
142	12	41	24	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1,SRC
143	12	41	24	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1,SRC
144	12	41	24	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1,SRC
145	12	41	24	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1,SRC
146	12	41	24	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1,SRC
147	12	41	24	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,CDC5L,NCK1,PAK1,SRC
148	12	42	23	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,COL1A2,CDC5L,NCK1,PAK1,SRC
149	12	42	23	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,COL1A2,CDC5L,NCK1,PAK1,SRC
150	13	42	25	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,EGFR,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,COL1A2,CDC5L,NCK1,PAK1,SRC
151	13	42	25	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,EGFR,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,COL1A2,CDC5L,NCK1,PAK1,SRC
152	13	42	25	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,EGFR,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,COL1A2,CDC5L,NCK1,PAK1,SRC
153	13	42	25	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,EGFR,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,COL1A2,CDC5L,NCK1,PAK1,SRC
154	13	42	25	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,EGFR,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,COL1A2,CDC5L,NCK1,PAK1,SRC
155	13	43	24	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,EGFR,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,PAPPA2,COL1A2,CDC5L,NCK1,PAK1,SRC
156	13	43	24	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,EGFR,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,PAPPA2,COL1A2,CDC5L,NCK1,PAK1,SRC
157	13	44	24	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,EGFR,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,CTNNA1,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,PAPPA2,COL1A2,CDC5L,NCK1,PAK1,SRC
158	13	45	23	TP53,CTNNB1,APC,PIK3CA,CDH1,SMAD4,ERBB2,RAC1,PIK3R1,PTPRB,ABL1,PTPRC,EGFR,NRXN1,SIPA1L1,MACF1,MYO16,PDZD2,VCAN,RHOA,VAV2,SYNE1,RANBP2,CACNA1A,SMAD2,NAV3,CTNNA1,OBSCN,BZRAP1,CRK,TGFBR1,HGF,ATXN1,CDH2,AKAP13,USP7,NEB,RELN,ATF7IP,GRB2,ERBB3,PRPF40A,FYN,TTN,CNTNAP2,CDC42,DLC1,SMAD9,DST,DISC1,TNIK,PAPPA2,COL1A2,CDC5L,NCK1,PAK1,TIAM1,SRC
