SubnetworkSize	TruePositives	FalsePositives	PPV(%)	genes
96	14	33	31	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,STEAP3,CACNA1A,MAGI3,DSCAML1,ERBB4,NRCAM,AR,ERBB3,ATN1,ITGB1,SMAD9,CDC42,GRB2,CRK
97	14	33	31	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,STEAP3,CACNA1A,MAGI3,DSCAML1,ERBB4,NRCAM,AR,ERBB3,ATN1,ITGB1,SMAD9,CDC42,GRB2,CRK
98	14	33	31	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,STEAP3,CACNA1A,MAGI3,DSCAML1,ERBB4,NRCAM,AR,ERBB3,ATN1,ITGB1,SMAD9,CDC42,GRB2,CRK
99	14	33	31	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,STEAP3,CACNA1A,MAGI3,DSCAML1,ERBB4,NRCAM,AR,ERBB3,ATN1,ITGB1,SMAD9,CDC42,GRB2,CRK
100	14	33	31	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,STEAP3,CACNA1A,MAGI3,DSCAML1,ERBB4,NRCAM,AR,ERBB3,ATN1,ITGB1,SMAD9,CDC42,GRB2,CRK
101	14	34	30	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,STEAP3,CACNA1A,MAGI3,DSCAML1,ERBB4,NRCAM,AR,ERBB3,ATN1,ITGB1,SMAD9,CDC42,GRB2,CRK
102	15	34	32	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,STEAP3,CACNA1A,MAGI3,DSCAML1,ERBB4,NRCAM,AR,ERBB3,ATN1,ITGB1,SMAD9,CDC42,GRB2,CRK
103	15	35	31	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,DSCAML1,ERBB4,NRCAM,AR,ERBB3,ATN1,ITGB1,SMAD9,CDC42,GRB2,CRK
104	15	35	31	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,DSCAML1,ERBB4,NRCAM,AR,ERBB3,ATN1,ITGB1,SMAD9,CDC42,GRB2,CRK
105	15	35	31	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,DSCAML1,ERBB4,NRCAM,AR,ERBB3,ATN1,ITGB1,SMAD9,CDC42,GRB2,CRK
106	15	35	31	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,DSCAML1,ERBB4,NRCAM,AR,ERBB3,ATN1,ITGB1,SMAD9,CDC42,GRB2,CRK
107	16	35	32	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,DSCAML1,ERBB4,NRCAM,AR,ERBB3,ATN1,ITGB1,SMAD9,CDC42,GRB2,CRK
108	16	36	32	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,DSCAML1,ERBB4,NRCAM,AR,ERBB3,ATN1,ITGB1,SMAD9,CDC42,GRB2,CRK,FYN
109	16	36	32	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,DSCAML1,ERBB4,NRCAM,AR,ERBB3,ATN1,ITGB1,SMAD9,CDC42,GRB2,CRK,FYN
110	16	36	32	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,DSCAML1,ERBB4,NRCAM,AR,ERBB3,ATN1,ITGB1,SMAD9,CDC42,GRB2,CRK,FYN
111	16	37	31	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,DSCAML1,ERBB4,NRCAM,AR,ERBB3,ATN1,ITGB1,SMAD9,CHD3,CDC42,GRB2,CRK,FYN
112	16	37	31	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,DSCAML1,ERBB4,NRCAM,AR,ERBB3,ATN1,ITGB1,SMAD9,CHD3,CDC42,GRB2,CRK,FYN
113	16	37	31	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,DSCAML1,ERBB4,NRCAM,AR,ERBB3,ATN1,ITGB1,SMAD9,CHD3,CDC42,GRB2,CRK,FYN
114	16	37	31	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,DSCAML1,ERBB4,NRCAM,AR,ERBB3,ATN1,ITGB1,SMAD9,CHD3,CDC42,GRB2,CRK,FYN
115	16	38	30	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,ATN1,ITGB1,SMAD9,CHD3,CDC42,GRB2,CRK,FYN
116	16	38	30	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,ATN1,ITGB1,SMAD9,CHD3,CDC42,GRB2,CRK,FYN
117	16	39	30	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,NCK1,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,ATN1,ITGB1,SMAD9,CHD3,CDC42,GRB2,CRK,FYN
118	16	39	30	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,NCK1,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,ATN1,ITGB1,SMAD9,CHD3,CDC42,GRB2,CRK,FYN
119	16	39	30	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,NCK1,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,ATN1,ITGB1,SMAD9,CHD3,CDC42,GRB2,CRK,FYN
120	16	40	29	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,NCK1,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,ATN1,ITGB1,SMAD9,CHD3,CDC42,CELSR3,GRB2,CRK,FYN
121	16	40	29	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,NCK1,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,ATN1,ITGB1,SMAD9,CHD3,CDC42,CELSR3,GRB2,CRK,FYN
122	16	41	29	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,NCK1,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,ATN1,ITGB1,SMAD9,CHD3,CDC42,CELSR3,GRB2,CRK,FYN,PAK1
123	17	41	30	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,RB1,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,NCK1,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,ATN1,ITGB1,SMAD9,CHD3,CDC42,CELSR3,GRB2,CRK,FYN,PAK1
124	17	41	30	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,RB1,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,NCK1,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,ATN1,ITGB1,SMAD9,CHD3,CDC42,CELSR3,GRB2,CRK,FYN,PAK1
125	17	42	30	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,RB1,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,NCK1,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,ATN1,ITGB1,SMAD9,CHD3,CDC42,NAV3,CELSR3,GRB2,CRK,FYN,PAK1
126	17	42	30	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,RB1,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,NCK1,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,ATN1,ITGB1,SMAD9,CHD3,CDC42,NAV3,CELSR3,GRB2,CRK,FYN,PAK1
127	17	42	30	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,RB1,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,NCK1,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,ATN1,ITGB1,SMAD9,CHD3,CDC42,NAV3,CELSR3,GRB2,CRK,FYN,PAK1
128	17	42	30	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,RB1,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,NCK1,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,ATN1,ITGB1,SMAD9,CHD3,CDC42,NAV3,CELSR3,GRB2,CRK,FYN,PAK1
129	17	42	30	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,RB1,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,NCK1,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,ATN1,ITGB1,SMAD9,CHD3,CDC42,NAV3,CELSR3,GRB2,CRK,FYN,PAK1
130	17	43	29	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,RB1,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,NCK1,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,ATN1,ITGB1,SMAD9,CHD3,CDC42,NAV3,CELSR3,SPTBN1,GRB2,CRK,FYN,PAK1
131	17	43	29	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,RB1,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,NCK1,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,ATN1,ITGB1,SMAD9,CHD3,CDC42,NAV3,CELSR3,SPTBN1,GRB2,CRK,FYN,PAK1
132	17	43	29	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,RB1,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,NCK1,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,ATN1,ITGB1,SMAD9,CHD3,CDC42,NAV3,CELSR3,SPTBN1,GRB2,CRK,FYN,PAK1
133	17	43	29	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,RB1,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,NCK1,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,ATN1,ITGB1,SMAD9,CHD3,CDC42,NAV3,CELSR3,SPTBN1,GRB2,CRK,FYN,PAK1
134	17	43	29	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,HRAS,SMAD4,CDKN2A,KDR,RB1,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,NCK1,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,ATN1,ITGB1,SMAD9,CHD3,CDC42,NAV3,CELSR3,SPTBN1,GRB2,CRK,FYN,PAK1
135	18	43	30	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,ABL1,HRAS,SMAD4,CDKN2A,KDR,RB1,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,NCK1,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,ATN1,ITGB1,SMAD9,CHD3,CDC42,NAV3,CELSR3,SPTBN1,GRB2,CRK,FYN,PAK1
136	18	43	30	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,ABL1,HRAS,SMAD4,CDKN2A,KDR,RB1,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,NCK1,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,ATN1,ITGB1,SMAD9,CHD3,CDC42,NAV3,CELSR3,SPTBN1,GRB2,CRK,FYN,PAK1
137	18	45	29	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,ABL1,HRAS,SMAD4,CDKN2A,KDR,RB1,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,NCK1,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,PLXNB3,ATN1,ITGB1,SMAD9,CHD3,CDC42,NAV3,CELSR3,SPTBN1,GRB2,RASA1,CRK,FYN,PAK1
138	18	45	29	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,ABL1,HRAS,SMAD4,CDKN2A,KDR,RB1,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,NCK1,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,PLXNB3,ATN1,ITGB1,SMAD9,CHD3,CDC42,NAV3,CELSR3,SPTBN1,GRB2,RASA1,CRK,FYN,PAK1
139	18	46	29	TP53,PMS2,DDB2,APC,PIK3CA,EGFR,CTNNB1,NOTCH1,PIK3R1,RAC1,ERBB2,ABL1,HRAS,SMAD4,CDKN2A,KDR,RB1,CASP8,SETD7,NLRC4,MACF1,NRXN1,MYO16,SIPA1L1,VAV2,TTN,SYNE1,ATXN1,TNIK,VCAN,SCN3B,CX3CL1,ATF7IP,DISC1,PDZD2,RELN,DST,CDC5L,RHOA,STEAP3,CACNA1A,MAGI3,NCK1,DSCAML1,ERBB4,NRCAM,AR,ERBB3,CNTNAP4,PLXNB3,ATN1,ITGB1,SMAD9,CHD3,CDC42,NAV3,CELSR3,SPTBN1,GRB2,RASA1,GRIN2B,CRK,FYN,PAK1
