Gene	TP53	MYC	RB1	CCNE1	MCL1	BDKRB2	VCAN	BRCA1	AKT1	BCR	CTNNB1	TERT	BCL2L1	TRIM28	APC	MAX	MTOR	EGFR	USP7	BRD2	VAV2	TTN	MACF1	PTEN	ATM	NRXN1	NF1	ERBB2	TRRAP	HUWE1	MYO16	SIPA1L1	KRAS	GRB2	IGF1R	CBX8	TNIK	NFYC	SOS1	CREBBP	PDZD2	MET	CDK2	TAF1	PRKDC	E2F5	ERBB3	AR	NOTCH1	DST	SMG6	PPP2R2A	PIK3R1	CACNA1A	CDC42	FGFR3	TBC1D4	PDE4DIP	JAK3	DNMT3A	ING5	SMAD9	ESR2	CNTNAP2	RIF1	GLI2	ABL1	CAD	CRK	IGSF21	SYNE1	XRN1	RELN	NCK1	CELSR3	RPGRIP1	GFI1B	RPTOR	PRPF40A	BRD4	ZNF512B	INSR	APOB	NEB	SMAD2	RBP2	HECW1	LAMA3	FYN	LARP1	IRS4	SPTBN2	PI4K2B	RHOA	ZFYVE1	DISC1	RB1CC1	GTF3C1	NAV3	SYNGAP1	MTUS2	VIM	GLI1	SRC	LPA	GSK3B	MEGF10	ANKRD17	COL1A2	RAC1	MST1R	DOCK7	ITGB2	SMAD3	SNRNP200	NAV2	FN1	DCTN1	CTR9	PIK3CB	ZMIZ1	ATF7IP	CNTN1	ITGAM	PPL	ARID2	SOX5	UNC119	GRIN2B	PEG3	NLRC4	PAK1	KDR	ITGA6	GIGYF2	PRKACA	PLK3	RANBP2	WNK1	BARD1	ATXN1	SKIL	RANBP10	PDGFRB	TNS3	MAP3K5	SP100	DYNC1H1	LRP1	TK1	PTPRG	LAMB1	FANCA	NAV1	PIK3CA	STK36	EXOC1	SP1	NRXN2	LAMA1	GAB2	GRB14	CNGA3	NDEL1	ATN1	ITGB1	ANK2	MYH11	PDE6C	NCOA3	CCDC155	CNGB3	BRD1	MLST8	PPP1R3A	NUP98	GRIN2A	KAT5	VPS52	TGFBR1	ALAS1	PLCG1	HSP90AA1	MEOX2	EXPH5	TOPBP1	IGSF1	ITGA2	CDH2	CDKN1A	CDK12	MGA	GTF3C4	SDC2	NOTCH2	KIT	SHH	NCKAP5	CDKN1B	LRP2
TCGA-23-1110-01	1	1		1									1									1													1	1																																																																																																																																																																				
TCGA-23-1030-01	1	1		1										1																						1																																												1																	1																																																																																																							
TCGA-57-1583-01	1	1		1										1																																																																		1																																																																																																																								
TCGA-61-1904-01	1	1		1															1														1																																																																																																			1																												1																																								
TCGA-30-1855-01	1	1		1																		1	1										1																							1																																																												1													1																																																																					1		1
TCGA-29-1761-01	1	1		1																		1											1																															1	1						1																																																1																																		1																																	1														
TCGA-04-1652-01	1	1		1																													1			1														1																																																																																																																																																						
TCGA-61-2113-01	1	1		1																													1																			1																																																																																																																			1																																	
TCGA-23-1116-01	1	1		1																													1																																																																																																																																																																	1						
TCGA-29-1701-01	1	1		1																																														1																																																		1																							1																																																																													
TCGA-20-0987-01	1	1		1																																																																												1																																																																																																															1		1							
TCGA-20-1683-01	1	1		1																																																																												1																																																																																																																								
TCGA-29-1710-01	1	1		1																																																																																																																																																																																												1								
TCGA-61-2104-01	1	1		1																																																																																																																																																																																																				
TCGA-29-1775-01	1	1			1				1													1		1																																																								1				1																																																																											1		1																																							
TCGA-13-0904-01	1	1			1							1										1											1																												1																										1																																																																																			1																														
TCGA-25-1318-01	1	1			1							1																																						1	1																																																																																																													1							1																																	
TCGA-24-1435-01	1	1			1							1																																																													1										1										1																											1											1																														1																																							
TCGA-24-1466-01	1	1			1								1																																																																																																																																													1																																					1									
TCGA-10-0934-01	1	1			1									1																					1																										1																																																																																				1																																																							
TCGA-04-1338-01	1	1			1										1		1					1																		1														1																										1										1																																																																																									1																					
TCGA-13-1498-01	1	1			1															1																1																									1				1						1											1															1																1																																	1																																																				1		
TCGA-29-1711-01	1	1			1																	1																																																			1																																																												1																											1																															1									
TCGA-13-1512-01	1	1			1																												1			1																																																														1																																																																																																						
TCGA-24-2289-01	1	1			1																														1																																																																																																																																																																					
TCGA-42-2589-01	1	1			1																																																			1																																																														1																																																																																		
TCGA-24-0979-01	1	1			1																																																																											1		1	1					1																																																																								1																																								
TCGA-25-2409-01	1	1			1																																																																											1			1																																																																																																																					
TCGA-23-1124-01	1	1				1						1	1						1																1																	1																																															1																																														1																							1					1																											
TCGA-25-1632-01	1	1						1				1																							1														1			1																																																																																																																																																				
TCGA-61-1914-01	1	1						1				1																																																																																						1																																																																					1						1																											
TCGA-04-1357-01	1	1						1							1																																																																																																																																																																																									
TCGA-24-1846-01	1	1						1														1																																		1																																																																													1																			1																									1																							
TCGA-36-2534-01	1	1						1																			1								1																																1																																																																																																																																1					
TCGA-24-1847-01	1	1						1																			1																																																				1																																																																																																																									
TCGA-13-0761-01	1	1						1																											1							1							1			1																																																																		1																																													1																																					
TCGA-25-1625-01	1	1						1																											1																																																																																																																																																																	1				
TCGA-30-1857-01	1	1						1																																																																	1																																																																												1																																																			
TCGA-25-1322-01	1	1							1			1	1									1									1																																																	1																																																																																																															1									
TCGA-23-1028-01	1	1							1			1		1													1								1																																																																																																																		1																																																			
TCGA-13-0900-01	1	1							1									1																			1							1																																																																1																																																																																							1					
TCGA-10-0937-01	1	1							1																																																																																																																																																																																															
TCGA-36-2533-01	1	1								1																																						1								1																																																																																																																																																
TCGA-36-1578-01	1	1								1																																																														1																																																						1																																																							1																			
TCGA-23-2641-01	1	1								1																																																																																																																																										1	1																																														1					
TCGA-13-1501-01	1	1										1	1					1							1																																																																												1																																																																																																			
TCGA-20-1682-01	1	1										1	1											1																																																																															1					1																																																															1																													
TCGA-36-2539-01	1	1										1	1																			1				1																																																																																																																																																																				
TCGA-13-0793-01	1	1										1			1																																				1																																																																																																																																																					
TCGA-36-2542-01	1	1										1							1										1																																				1																																																				1																																																																																			
TCGA-23-1119-01	1	1										1										1			1		1																																																																																																																																																																													
TCGA-13-1403-01	1	1										1										1					1																																																																																1																																																														1																					1										
TCGA-13-0887-01	1	1										1										1								1					1																	1				1																								1				1																												1																																																																																								
TCGA-13-0792-01	1	1										1										1											1												1							1																																																																																																																				1					1																											
TCGA-30-1718-01	1	1										1										1																																																	1																			1	1																																																																																																													
TCGA-24-1103-01	1	1										1												1					1																																																																																																																																1																																											
TCGA-23-1118-01	1	1										1												1																									1																																																			1																							1																																															1			1																											
TCGA-24-1425-01	1	1										1																								1																																																																																																																																																																				
TCGA-24-1557-01	1	1										1																																																	1																																																																																																																																											
TCGA-42-2582-01	1	1										1																																																																				1																																																														1																																																										
TCGA-61-1901-01	1	1										1																																																																																		1																																																															1																															1												
TCGA-29-1688-01	1	1										1																																																																																																																																																																	1																											
TCGA-23-1022-01	1	1											1	1	1																				1																																								1																																		1																																																																																											
TCGA-29-1785-01	1	1											1									1					1																																																																																																																										1																			1																																
TCGA-61-1906-01	1	1											1									1											1																1																																																																																																																																																							
TCGA-13-0920-01	1	1											1									1											1																			1																																																																																																			1																																																	1
TCGA-13-1488-01	1	1											1											1											1																																																																																	1														1																																																																						
TCGA-04-1336-01	1	1											1														1																																																																									1																																																				1																																																
TCGA-24-1842-01	1	1											1																																							1																																																																																																																																											1									
TCGA-61-1736-01	1	1											1																																																																																																																		1																																																																									
TCGA-36-1568-01	1	1												1																																															1																																																																																																				1							1																																
TCGA-57-1582-01	1	1													1																																																																																								1																																																		1																				1																											
TCGA-25-1329-01	1	1															1					1											1																																																																																																																																																																							
TCGA-13-0919-01	1	1																1																																		1																			1																																												1																																																																							1														
TCGA-61-2613-01	1	1																	1								1						1		1																																																																																																																						1																																															
TCGA-61-1725-01	1	1																	1																	1																							1																																																1																																								1																																																					
TCGA-29-1764-01	1	1																			1						1																				1																																				1												1		1																				1																																																																																			
TCGA-24-1427-01	1	1																				1				1											1																																																																																																1																																																																			
TCGA-24-1423-01	1	1																				1					1																						1																																																																																																																																																							
TCGA-13-0755-01	1	1																				1											1		1																																																																						1		1																			1																																															1				1																							
TCGA-25-2392-01	1	1																				1																																																			1																																																																																																				1																		1									
TCGA-59-2351-01	1	1																				1																																																						1																																																																																																																			1									1
TCGA-61-1915-01	1	1																				1																																																																														1																																																																																								1												
TCGA-30-1891-01	1	1																				1																																																																																																																					1																																																													
TCGA-61-2092-01	1	1																					1																																																																																																																													1																																																				
TCGA-13-0720-01	1	1																						1					1																																														1																				1																																																																																																									
TCGA-31-1959-01	1	1																						1							1																									1																																				1																																																																																																												
TCGA-29-1697-01	1	1																						1																																																																																																																											1																																																					
TCGA-36-1570-01	1	1																						1																																																																																																																																																					1																											
TCGA-13-0726-01	1	1																							1																																									1														1																																																																																																										1														1
TCGA-23-2078-01	1	1																								1	1									1																																												1																																																																																																																								
TCGA-59-2363-01	1	1																									1								1																																				1																																																																																																1																																	
TCGA-29-1705-01	1	1																									1									1				1																																																1																																																																																																									1							
TCGA-24-1464-01	1	1																									1									1																1																																																																																																																															1																					
TCGA-61-2000-01	1	1																									1																						1																															1																																																																																																																								
TCGA-24-1422-01	1	1																									1																									1									1																			1								1																											1												1																						1																																																			
TCGA-57-1584-01	1	1																									1																										1																																																																																																																																																			
TCGA-13-1483-01	1	1																									1																																																																																																																																																						1																							
TCGA-61-1910-01	1	1																											1						1	1																																																															1																																																																												1																									
TCGA-61-2097-01	1	1																												1																																																																																																																																																																										
TCGA-23-1021-01	1	1																														1																				1									1				1																							1			1																																																													1																																																
TCGA-13-1494-01	1	1																															1																							1																																																																																																																																																
TCGA-23-2081-01	1	1																															1																																																										1																																																																																																													
TCGA-24-1436-01	1	1																																	1																																																																																																																																										1																											
TCGA-20-1685-01	1	1																																		1														1																														1																																																																																																																								
TCGA-25-1313-01	1	1																																		1																1																																																																																																																																																				
TCGA-24-2281-01	1	1																																		1																																												1																																																																																													1																											
TCGA-13-0903-01	1	1																																		1																																																														1																																																																																																						
TCGA-61-1913-01	1	1																																		1																																																															1																																																																																																					
TCGA-13-0714-01	1	1																																		1																																																																																																																	1														1												1																									
TCGA-29-1784-01	1	1																																												1	1																																																																																																																																																									
TCGA-29-1770-01	1	1																																												1																	1																																																									1																																																																																
TCGA-24-1553-01	1	1																																															1							1																																																																																																																					1																											
TCGA-24-1563-01	1	1																																																1						1																																																																															1																																					1																												
TCGA-20-1686-01	1	1																																																1																														1											1																																																																																																													
TCGA-20-1687-01	1	1																																																1																																																																																						1																																																																
TCGA-23-2077-01	1	1																																																		1																																																																																			1																																																																	1
TCGA-24-1428-01	1	1																																																		1																																																																																																																																																				
TCGA-13-0913-01	1	1																																																						1																																																																																																											1																								1													
TCGA-04-1361-01	1	1																																																										1																																																																																																												1																																
TCGA-24-2030-01	1	1																																																																1																																																																																																																																						
TCGA-13-2061-01	1	1																																																																					1																																															1																																																																																		
TCGA-23-1023-01	1	1																																																																						1																																																																																																																																
TCGA-29-1702-01	1	1																																																																										1																																																																																																																								1				
TCGA-24-1416-01	1	1																																																																														1																																																																											1																												1																	
TCGA-13-1499-01	1	1																																																																																		1																																																		1																																							1																											
TCGA-23-1029-01	1	1																																																																																																													1																																																	1																													1											
TCGA-24-1604-01	1	1																																																																																																																					1																																			1																																														
TCGA-13-0884-01	1	1																																																																																																																													1																																																																									
TCGA-20-0990-01	1	1																																																																																																																																																					1																																																	
TCGA-25-2401-01	1	1																																																																																																																																																														1																									1															
TCGA-36-2537-01	1	1																																																																																																																																																																																	1																					
TCGA-24-1105-01	1	1																																																																																																																																																																																																						
TCGA-25-1623-01	1	1																																																																																																																																																																																																						
TCGA-36-1569-01	1	1																																																																																																																																																																																																						
TCGA-24-1104-01	1	1																																																																																																																																																																																																						
TCGA-13-0804-01	1		1	1				1				1																																																																																																																																																																																												
TCGA-29-1691-01	1		1	1								1			1		1															1			1																										1									1	1																																																1																			1																																																														
TCGA-30-1862-01	1		1	1																							1																											1																																																																																																																																																		
TCGA-24-2267-01	1		1	1																																																																														1	1																																												1																																1																																					1				
TCGA-29-1698-01	1		1	1																																																																																								1																																																																																	1																											
TCGA-04-1644-01	1		1	1																																																																																																												1																																																																																								
TCGA-24-1469-01	1		1		1							1										1																																																																																																																										1																															1																									
TCGA-13-1509-01	1		1		1							1												1																																								1																1																																																																																																																								
TCGA-13-1489-01	1		1					1																											1												1																												1																																																																																																																													
TCGA-04-1350-01	1		1						1																															1																																																						1																																			1																								1																																															
TCGA-29-1762-01	1		1						1																																												1																																																																1																																																																																			
TCGA-24-1556-01	1		1														1						1												1																					1															1																																																																																																						1																											
TCGA-61-1737-01	1		1																			1		1																																															1																																																										1																																																																							
TCGA-09-1674-01	1		1																			1											1																																1																																														1									1																																																					1																											
TCGA-13-0923-01	1		1																														1																															1																				1																																																																1																																																				
TCGA-13-1404-01	1		1																																1																								1																																																																																																																																													
TCGA-24-1849-01	1		1																																1																										1																			1																																																																																																																								
TCGA-29-1703-01	1		1																																					1																																																																												1																																																																																				
TCGA-13-2057-01	1		1																																													1																														1					1																																					1																																																					1									1																		
TCGA-24-1564-01	1		1																																																	1																														1																																																																																																																						
TCGA-24-2261-01	1		1																																																																																																																						1																																																																															
TCGA-61-1903-01	1		1																																																																																																																															1																																														1																								
TCGA-23-1114-01	1		1																																																																																																																																																																										1																											
TCGA-61-1995-01	1		1																																																																																																																																																																																				1																	
TCGA-04-1348-01	1			1	1								1									1																																		1					1							1												1																																																																																																																								
TCGA-13-2060-01	1			1	1															1			1			1																																						1																																																																																																													1																											
TCGA-13-0807-01	1			1	1																	1											1																																															1																																																																																																																								
TCGA-04-1516-01	1			1	1																												1																1																							1								1																																																1																				1								1																																												
TCGA-09-0366-01	1			1	1																																																																																																																																																																										1																									
TCGA-13-0730-01	1			1				1																									1																																																																																																																																																																							
TCGA-24-2019-01	1			1					1																																																																																																																																																																																				1											
TCGA-04-1517-01	1			1					1																																																																																																																																																																																															
TCGA-29-1766-01	1			1								1																																								1																																1																																																																																																																				
TCGA-24-1548-01	1			1									1																				1																																															1																																																																																1																																								
TCGA-57-1993-01	1			1									1																				1																																															1																																																																																																																								
TCGA-24-1434-01	1			1									1																																																																																																																																																																												1															
TCGA-61-1741-01	1			1									1																																																																																																																																																																																											
TCGA-29-1699-01	1			1										1								1											1							1																																								1																									1																																																																																															
TCGA-24-0982-01	1			1										1																																						1																												1																																																																																																																								
TCGA-61-1733-01	1			1													1					1																																																																																																																																																																																		
TCGA-04-1525-01	1			1													1											1				1								1																																								1																								1																																																																																																
TCGA-24-1552-01	1			1																1																																1																																																																																																																																																				
TCGA-24-1614-01	1			1																		1								1																																																																																																																																																																										
TCGA-13-0795-01	1			1																		1																							1																																																																																																																																																											
TCGA-04-1542-01	1			1																		1																																										1																1																																																																																																																								
TCGA-04-1332-01	1			1																		1																																																																																																																																																																																		
TCGA-24-0968-01	1			1																				1			1						1																			1																																																																																																																									1																											
TCGA-24-1424-01	1			1																						1										1																																																																																																																																									1																											
TCGA-09-1659-01	1			1																							1									1													1																															1																																																																																													1																				1							
TCGA-13-0751-01	1			1																							1									1																																																																																																																																																																				
TCGA-23-2072-01	1			1																							1																																																								1																																																																																																																					1
TCGA-09-2053-01	1			1																							1																																																																																																																																																																							1						
