Gene	TP53	MYC	RB1	CCNE1	MCL1	BDKRB2	VCAN	BRCA1	AKT1	BCR	CTNNB1	TERT	BCL2L1	TRIM28	APC	MAX	MTOR	EGFR	USP7	BRD2	VAV2	TTN	MACF1	PTEN	ATM	NRXN1	NF1	ERBB2	TRRAP	HUWE1	MYO16	SIPA1L1	KRAS	GRB2	IGF1R	CBX8	TNIK	NFYC	SOS1	CREBBP	PDZD2	MET	CDK2	TAF1	PRKDC	E2F5	ERBB3	AR	NOTCH1	DST	SMG6	PPP2R2A	PIK3R1	CACNA1A	CDC42	FGFR3	TBC1D4	PDE4DIP	JAK3	DNMT3A	ING5	SMAD9	ESR2	CNTNAP2	RIF1	GLI2	ABL1	CAD	CRK	IGSF21	SYNE1	XRN1	RELN	NCK1	CELSR3	RPGRIP1	GFI1B	RPTOR	PRPF40A	BRD4	ZNF512B	INSR	APOB	NEB	SMAD2	RBP2	HECW1	LAMA3	FYN	LARP1	IRS4	SPTBN2	PI4K2B	RHOA	ZFYVE1	DISC1	RB1CC1	GTF3C1	NAV3	SYNGAP1	MTUS2	VIM	GLI1	SRC	LPA	GSK3B	MEGF10	ANKRD17	COL1A2	RAC1	MST1R	DOCK7	ITGB2	SMAD3	SNRNP200	NAV2	FN1	DCTN1	CTR9	PIK3CB	ZMIZ1	ATF7IP	CNTN1	ITGAM	PPL	ARID2	SOX5	UNC119	GRIN2B	PEG3	NLRC4	PAK1	KDR	ITGA6	GIGYF2	PRKACA	PLK3	RANBP2	WNK1	BARD1	ATXN1	SKIL	RANBP10	PDGFRB	TNS3	MAP3K5	SP100	DYNC1H1	LRP1	TK1	PTPRG	LAMB1	FANCA	NAV1	PIK3CA	STK36	EXOC1	SP1	NRXN2	LAMA1	GAB2	GRB14	CNGA3	NDEL1	ATN1	ITGB1	ANK2	MYH11	PDE6C	NCOA3	CCDC155	CNGB3	BRD1	MLST8	PPP1R3A	NUP98	GRIN2A	KAT5	VPS52	TGFBR1	ALAS1	PLCG1	HSP90AA1	MEOX2	EXPH5	TOPBP1	IGSF1	ITGA2	CDH2	CDKN1A	CDK12	MGA	GTF3C4	SDC2	NOTCH2	KIT	SHH	NCKAP5	CDKN1B	LRP2
Rank	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0	101.0	102.0	103.0	104.0	105.0	106.0	107.0	108.0	109.0	110.0	111.0	112.0	113.0	114.0	115.0	116.0	117.0	118.0	119.0	120.0	121.0	122.0	123.0	124.0	125.0	126.0	127.0	128.0	129.0	130.0	131.0	132.0	133.0	134.0	135.0	136.0	137.0	138.0	139.0	140.0	141.0	142.0	143.0	144.0	145.0	146.0	147.0	148.0	149.0	150.0	151.0	152.0	153.0	154.0	155.0	156.0	157.0	158.0	159.0	160.0	161.0	162.0	163.0	164.0	165.0	166.0	167.0	168.0	169.0	170.0	171.0	172.0	173.0	174.0	175.0	176.0	177.0	178.0	179.0	180.0	181.0	182.0	183.0	184.0	185.0	186.0	187.0	188.0	189.0	190.0	191.0	192.0	193.0	194.0	195.0	196.0	197.0	198.0	199.0
GeneName	TP53	MYC	RB1	CCNE1	MCL1	BDKRB2	VCAN	BRCA1	AKT1	BCR	CTNNB1	TERT	BCL2L1	TRIM28	APC	MAX	MTOR	EGFR	USP7	BRD2	VAV2	TTN	MACF1	PTEN	ATM	NRXN1	NF1	ERBB2	TRRAP	HUWE1	MYO16	SIPA1L1	KRAS	GRB2	IGF1R	CBX8	TNIK	NFYC	SOS1	CREBBP	PDZD2	MET	CDK2	TAF1	PRKDC	E2F5	ERBB3	AR	NOTCH1	DST	SMG6	PPP2R2A	PIK3R1	CACNA1A	CDC42	FGFR3	TBC1D4	PDE4DIP	JAK3	DNMT3A	ING5	SMAD9	ESR2	CNTNAP2	RIF1	GLI2	ABL1	CAD	CRK	IGSF21	SYNE1	XRN1	RELN	NCK1	CELSR3	RPGRIP1	GFI1B	RPTOR	PRPF40A	BRD4	ZNF512B	INSR	APOB	NEB	SMAD2	RBP2	HECW1	LAMA3	FYN	LARP1	IRS4	SPTBN2	PI4K2B	RHOA	ZFYVE1	DISC1	RB1CC1	GTF3C1	NAV3	SYNGAP1	MTUS2	VIM	GLI1	SRC	LPA	GSK3B	MEGF10	ANKRD17	COL1A2	RAC1	MST1R	DOCK7	ITGB2	SMAD3	SNRNP200	NAV2	FN1	DCTN1	CTR9	PIK3CB	ZMIZ1	ATF7IP	CNTN1	ITGAM	PPL	ARID2	SOX5	UNC119	GRIN2B	PEG3	NLRC4	PAK1	KDR	ITGA6	GIGYF2	PRKACA	PLK3	RANBP2	WNK1	BARD1	ATXN1	SKIL	RANBP10	PDGFRB	TNS3	MAP3K5	SP100	DYNC1H1	LRP1	TK1	PTPRG	LAMB1	FANCA	NAV1	PIK3CA	STK36	EXOC1	SP1	NRXN2	LAMA1	GAB2	GRB14	CNGA3	NDEL1	ATN1	ITGB1	ANK2	MYH11	PDE6C	NCOA3	CCDC155	CNGB3	BRD1	MLST8	PPP1R3A	NUP98	GRIN2A	KAT5	VPS52	TGFBR1	ALAS1	PLCG1	HSP90AA1	MEOX2	EXPH5	TOPBP1	IGSF1	ITGA2	CDH2	CDKN1A	CDK12	MGA	GTF3C4	SDC2	NOTCH2	KIT	SHH	NCKAP5	CDKN1B	LRP2
MutualExclScore	98.13274225774238	56.80581918081925	15.820177045177038	30.00614385614384	15.441785991785986	0.5075757575757576	1.2595238095238095	3.6503968253968253	6.50916305916306	0.6444444444444444	0.47619047619047616	17.62194472194471	9.020707070707072	4.6230158730158735	1.3932650682650682	0.0	1.217038517038517	1.0869047619047618	1.2976190476190474	1.2019230769230769	0.6611111111111112	14.366883116883107	2.4357864357864356	6.015476190476193	1.395238095238095	0.7492424242424242	13.628210678210673	0.8464285714285715	0.7440476190476191	2.2163059163059162	1.0412698412698413	0.8011294261294262	19.02709235209235	0.41666666666666663	8.347233322233325	8.203979353979355	1.2083333333333333	0.14285714285714285	1.3666666666666665	2.0682900432900433	0.5095238095238095	0.4968253968253968	0.0	1.2678571428571428	1.8361111111111112	0.55	0.961111111111111	0.49642857142857144	4.074242424242424	2.6897186147186147	0.8583333333333334	13.611544011544005	0.45	0.629004329004329	0.0	10.698160173160169	0.8999999999999999	0.8642857142857143	0.8428571428571429	0.7111111111111111	4.601862026862027	0.0	0.4	2.471067821067821	0.9436258186258186	1.717857142857143	0.14285714285714285	0.9527777777777777	0.0	0.3344988344988345	2.3618187368187367	0.85	1.791666666666667	0.0	0.9194444444444444	3.017857142857143	0.0	0.4345238095238095	0.325	23.80018037518038	0.0	0.8269230769230769	1.7405122655122653	1.340909090909091	0.0	0.0	1.5984126984126983	1.3710317460317456	0.0	0.48773448773448774	1.4218253968253967	0.8345238095238096	0.55	0.8095238095238095	0.4027777777777778	0.0	1.7646575646575646	1.0595238095238095	1.2202380952380951	1.4301587301587302	0.6190476190476191	0.325	0.9011904761904761	0.125	1.2127344877344877	0.0	0.6178571428571429	1.3333333333333333	0.628968253968254	0.0	0.7	0.6659090909090909	0.3269230769230769	0.0	0.8595238095238096	0.6266233766233766	0.753968253968254	1.0896825396825396	0.9178321678321678	0.8833333333333333	0.75	0.0	1.3944444444444444	0.07142857142857142	0.9666666666666667	1.35	1.1583333333333334	0.1	1.3004329004329003	2.0595238095238098	0.7428571428571429	0.14285714285714285	1.4500000000000002	0.41428571428571426	0.7999999999999999	0.25	0.0	0.3685897435897436	0.5178571428571428	0.0	0.0	0.3111111111111111	0.0	0.6761904761904762	0.869047619047619	1.0816849816849816	1.5095238095238095	2.1912698412698415	1.820238095238095	0.0	0.726190476190476	1.3234126984126984	0.7432900432900433	0.7575757575757576	0.6242424242424243	0.3222222222222222	0.5833333333333333	0.0	0.45876623376623377	2.221825396825397	0.8428571428571427	0.6607142857142856	1.0527777777777778	0.0	0.6428571428571428	0.0	1.321067821067821	0.753968253968254	0.8083333333333332	0.7083333333333333	0.46987734487734484	0.8928571428571428	16.92582972582972	0.07142857142857142	2.206349206349206	0.575	0.675	0.0	0.8051948051948051	0.06666666666666667	0.16666666666666666	0.26785714285714285	0.5333333333333333	0.2	0.6825396825396826	0.37662337662337664	0.775	0.4777777777777778	1.2833333333333332	0.125	2.5976551226551226	1.3039682539682538	3.7619047619047614	0.45	0.8273809523809523	1.5392857142857144	0.0	0.6678321678321678	0.5	2.571067821067821
MutQty	385	241	71	125	73	4	5	18	32	4	2	84	45	23	10	0	9	6	8	5	4	80	13	36	8	5	62	5	5	11	7	6	86	2	48	47	5	1	4	11	4	4	0	6	7	3	5	4	25	16	4	57	2	5	0	49	4	5	4	4	25	0	2	12	8	9	1	6	0	3	15	4	10	0	6	7	0	3	2	102	0	5	13	9	0	0	8	11	0	4	8	5	3	3	3	0	9	4	7	8	4	2	6	1	7	0	4	6	4	0	4	4	2	0	5	4	5	7	4	5	3	0	6	1	4	6	6	1	6	8	3	1	7	3	5	1	0	3	4	0	0	2	0	3	4	5	8	12	12	0	4	8	5	4	3	3	3	0	4	11	5	4	6	0	2	0	9	5	4	5	4	4	70	1	10	3	4	0	5	1	1	2	2	1	4	3	4	3	4	1	15	7	15	2	5	8	0	4	1	14
TCGA-61-1740-01	1	1	1	1	1				1													1		1			1						1		1	1				1																																											1																																																																																																	1																				
TCGA-25-2404-01	1	1	1	1																		1											1																																																																			1																																																																																																				
TCGA-25-1635-01	1	1	1	1																													1																			1				1												1																																																																																																																																				
TCGA-13-0905-01	1	1	1		1				1			1												1																	1															1																																																													1																																																																																			
TCGA-09-1665-01	1	1	1		1							1	1															1					1		1	1													1									1																																																																																								1																																																		1				
TCGA-61-2008-01	1	1	1		1							1																																																				1	1						1																																																																																																						1																											
TCGA-24-2262-01	1	1	1		1									1										1																																																																																					1																																	1						1																																																				
TCGA-13-1482-01	1	1	1		1																										1													1																																				1																																																																																																																								
TCGA-04-1651-01	1	1	1		1																												1								1																																																																																																																																																															
TCGA-29-2427-01	1	1	1					1														1																																																	1																																		1																																																																																															
TCGA-04-1365-01	1	1	1									1										1	1	1												1																																																																																																																																						1																														
TCGA-24-1603-01	1	1	1									1															1																							1						1																																																																																																																																																
TCGA-24-1463-01	1	1	1									1															1																																																																																																																								1																																																					
TCGA-24-1470-01	1	1	1																1								1																																																																																																			1																																																																										
TCGA-24-0980-01	1	1	1																			1			1																																																																																																																																																																															
TCGA-13-1505-01	1	1	1																			1																																																																																																																																																							1																											
TCGA-13-0924-01	1	1	1																					1			1																																	1																							1					1																																																																																																								1								
TCGA-09-1669-01	1	1	1																								1																																																			1		1																																																																																																																								
TCGA-13-2071-01	1	1	1																														1																							1																																																																													1																																																																			
TCGA-61-2016-01	1	1	1																														1																																																																															1																																																																																								
TCGA-36-2538-01	1	1	1																																1																																																																																																																																																																					
TCGA-24-1474-01	1	1	1																																							1										1				1																								1																																																																																																																								
TCGA-13-1496-01	1	1		1	1	1						1										1																																																										1			1														1																																																																												1																											
TCGA-13-0791-01	1	1		1	1				1			1	1													1																														1																								1																																																																																																															1									
TCGA-61-1919-01	1	1		1	1							1			1							1											1																			1									1																																																																																											1																					1																											
TCGA-61-1738-01	1	1		1	1							1										1														1													1							1																																																																																																			1												1																																	
TCGA-09-1673-01	1	1		1	1							1										1																																																										1																																																																								1																																							1									
TCGA-30-1714-01	1	1		1	1																						1																							1																				1										1																									1																																																	1					1																																									
TCGA-25-1320-01	1	1		1	1																												1									1														1																								1																																																							1												1																																																					
TCGA-13-0724-01	1	1		1	1																																			1												1																												1																																																																																		1																																						
TCGA-13-0916-01	1	1		1					1																								1		1																																																																																																																																																																					
TCGA-29-1781-01	1	1		1								1	1		1								1										1		1	1																																																																																																																																							1																													
TCGA-23-1122-01	1	1		1								1					1					1																																		1																												1																																																																1																																																				
TCGA-09-2050-01	1	1		1								1										1								1																			1																																									1																																																																																					1																									
TCGA-24-1418-01	1	1		1								1																																																																				1																																																		1																																																																						
