Gene	PIK3CA	TP53	PIK3R1	CTNNB1	PTEN	MYC	ERBB2	VCAN	APC	MAX	NRXN1	BCL2L1	MACF1	MYO16	CRK	CDH1	PDGFRB	ABL1	SIPA1L1	MCL1	LEF1	CTNND1	ERBB3	GRB2	PLCG1	VAV2	GABRA3	NCK1	PDZD2	DDX5	E2F1	BCL9	CCND1	SRC	SALL4	FYN	MED12	CCNE1	AR	AXIN2	RHOA	TNIK	ITGA2B	AGAP2	TRRAP	EGFR	SOS1	RB1	TRIM28	MTOR	IGF2BP1	CHD3	STEAP3	BRCA1	EP300	ESR1	GCN1L1	TP63	CHD8	TCF7L2	CACNA1G	AXIN1	PTPRB	BMP1	PPP2R1A	SUPT6H	RAC1	PTPRJ	CBL	PTPRG	BTRC	TLE1	TEK	TNS3	CREB1	ATXN1	CDC42	SMARCA4	TAF1	KRAS	CSDE1	CREBBP	ARID3A	TP73	FAM123B	AKT1	IRS4	CHD4	FGFR3	TIAM1	ATM	FLNA	TTN	TJP2	FBXW7	CELSR3	VIM	ABL2	HUWE1	PTPN12	IGSF21	SMAD9	PPP1R13L	HTT	CUL1	AP4M1	USP47	DST	NF1	RANBP2	DYRK2	CDX1	CTNNA1	MAPK14	SIN3A	MET	DVL3	FLNC	RELN	GSK3B	ATF7IP	NEB	BRD1	PXN	TULP4	CACNA1A	ALK	PAK1	SPTBN2	DOCK3	FOXA2	ZNF512B	ESR2	AKAP6	DOCK7	SMAD2	MEGF10	AIFM2	GIGYF2	SKIL	RASA1	KRT1	KIAA1549	MBD5	LRP6	PLEKHA7	PMS2	DOCK1	RIF1	DISC1	LZTR1	INSR	SMG7	MYO6	SYNE1	USP7	EPX	MLL4	POLR1B	ITGB2	ARHGEF11	TSC2	MYLK	CAD	CBX3	HIPK2	SPEN	PRKDC	SPTBN1	PIK3CB	CASP1	TPR	SHB	TJP1	PTPRK	SMAD4	DKK1	CNTNAP2	PVRL1	KIAA1543	LRP1	MAPK8	NLRP1	SF3B1	SMAD3	PRPF40A	MGA	UBE2I	SIK1	UBQLN4	CSMD2	KAT5	PCDHA4	EMX1	YLPM1	ATR	FGFR1	FLNB	KLK3	LRP5
TCGA-AX-A060-01	1	1			1				1				1										1																													1					1															1				1			1	1																			1								1	1							1												1			1																		1																								1																							1					
TCGA-FI-A2D2-01	1	1			1							1																																																					1																							1					1																																							1																																																																				
TCGA-BG-A0M7-01	1	1			1														1																																																																																																				1																																																																								1									
TCGA-AP-A052-01	1	1			1																																	1																																																																																																																																																																		
TCGA-D1-A16N-01	1	1			1																																											1																																			1																																																													1																																																								
TCGA-D1-A16G-01	1	1				1	1																															1																																																		1							1																												1																																																																													
TCGA-B5-A11I-01	1	1				1														1																																																											1																																																																																																				1																					
TCGA-EO-A1Y8-01	1	1				1																																																											1																																												1																																																																																											
TCGA-AP-A1DQ-01	1	1				1																																																											1																																																																																																																																							
TCGA-B5-A1MU-01	1	1				1																																																																																																																																																																																																		
TCGA-AX-A2HF-01	1	1					1		1																													1																																										1																																																																																																																								
TCGA-D1-A1NX-01	1	1					1																															1											1																											1													1																																																																																																															
TCGA-E6-A1LZ-01	1	1					1																															1											1																																														1																																																																																1																									
TCGA-BG-A0M6-01	1	1					1																																																										1															1																																																																	1																																												1											
TCGA-D1-A16S-01	1	1					1																																																										1																																																																																																																																							
TCGA-AX-A1CP-01	1	1					1																																																																																																						1																																																																																											
TCGA-AP-A053-01	1	1					1																																																																																																																																																																																																	
TCGA-AP-A0L9-01	1	1										1								1																		1																																																																																							1																																																																											
TCGA-D1-A1NU-01	1	1																					1				1																							1																													1						1								1																																																														1																																													
TCGA-AP-A05D-01	1	1																																				1																											1																							1																					1																						1														1																																																							
TCGA-D1-A15V-01	1	1																																																															1																																																			1													1																																																										1													
TCGA-BG-A18C-01	1	1																																																																																															1											1																																																																																			1									
TCGA-AX-A06B-01	1	1																																																																																																											1																																																																																											
TCGA-A5-A0R6-01	1	1																																																																																																																													1																												1																																													
TCGA-D1-A17M-01	1		1	1	1				1																														1																																			1																			1																1													1													1																												1																					1								1								
TCGA-AX-A05W-01	1		1	1	1																																																																											1																																									1																																																																															
TCGA-A5-A0VQ-01	1		1	1	1																																																																																																																												1												1																									1			1	1				1						1													1							
TCGA-B5-A11F-01	1		1	1												1																																								1																																																											1																																																															1																						
TCGA-D1-A161-01	1		1		1		1																																																																																																																											1																														1																																								
TCGA-BG-A18B-01	1		1		1																		1														1			1											1													1														1		1		1																																					1				1											1																														1																	1																			
TCGA-BG-A0M9-01	1		1		1																																																																											1																																																																																																																								
TCGA-BG-A0W1-01	1		1		1																																																																																																																																																																																										1							1		
TCGA-D1-A163-01	1		1								1																								1																																													1			1							1			1																	1												1																						1					1																													1		1							1													
TCGA-AP-A0LE-01	1			1	1		1						1																														1							1											1							1											1	1																		1																																																			1			1						1									1	1							1																							1		
TCGA-A5-A0GM-01	1			1	1						1																										1																																																																																																																																																																			
TCGA-AP-A0LJ-01	1			1	1								1																																		1																																																																																																																															1																										
TCGA-D1-A17S-01	1			1	1									1																																																																																																																																																																																										
TCGA-D1-A16R-01	1			1	1										1																																																																																																																																																																								1																	
TCGA-B5-A0K6-01	1			1	1												1																																			1										1			1								1							1													1																																																																																							1													1							
TCGA-AX-A05T-01	1			1	1																	1																																																																																																																																																															1																			
TCGA-D1-A102-01	1			1	1																						1																																						1																																																																																																																																							
TCGA-D1-A0ZU-01	1			1	1																												1																																																																																																																																																												1											
TCGA-B5-A11X-01	1			1	1																																1															1																																																															1																																																																																					
TCGA-A5-A0GX-01	1			1	1																																1																																																																																																																																																																			
TCGA-BG-A187-01	1			1	1																																		1																																									1										1			1																1																																																								1																1																			
TCGA-D1-A16B-01	1			1	1																																							1																																																							1																																																																																																					
TCGA-B5-A0K7-01	1			1	1																																																			1																									1																																																																																																																							
TCGA-AP-A0LG-01	1			1	1																																																								1																			1													1						1					1																																																												1						1																														
TCGA-BS-A0V7-01	1			1	1																																																																											1																																																																																																																								
TCGA-BK-A0CB-01	1			1	1																																																																																			1																																																																						1			1																																							
TCGA-AP-A0LN-01	1			1	1																																																																																			1																																																																																																																
TCGA-D1-A17T-01	1			1	1																																																																																						1																																																					1																																																								
TCGA-B5-A0JT-01	1			1	1																																																																																													1																																																																																																						
TCGA-AP-A0LV-01	1			1	1																																																																																																																																																																																																			
TCGA-BG-A0W2-01	1			1	1																																																																																																																																																																																																			
TCGA-BS-A0WQ-01	1			1	1																																																																																																																																																																																																			
TCGA-A5-A0GI-01	1			1						1								1																																							1												1																		1																																																																							1																																										
TCGA-BS-A0TG-01	1			1							1																																																																					1																																																								1																																																																
TCGA-A5-A0GN-01	1			1																1																																				1																																																																																			1																																																													
TCGA-BG-A0VX-01	1			1																							1																							1											1																																1																						1																1														1																1																				1																			
TCGA-AX-A062-01	1			1																													1																																																																																																																																																																							
TCGA-BS-A0UT-01	1			1																																																																																																										1	1																																																																																									
TCGA-B5-A0K0-01	1			1																																																																																																																																																																																																				
TCGA-AX-A064-01	1				1		1																																																																								1														1	1											1																																																																	1																														
TCGA-B5-A0JV-01	1				1			1																									1		1																												1																	1																																																										1									1																						1																						1									
TCGA-D1-A17F-01	1				1				1																												1													1																								1													1						1						1					1				1																										1																				1																																							1		1					
TCGA-BG-A186-01	1				1				1																																																																																																																																																																																															
TCGA-B5-A11O-01	1				1					1			1																																																											1								1																																																																																																																								
TCGA-B5-A0K2-01	1				1					1																						1								1																							1																1																																																1																					1															1															1																						
TCGA-D1-A17L-01	1				1					1																																																																																																																															1																		1		1																																											
TCGA-BS-A0TJ-01	1				1						1						1													1			1				1																																										1	1												1											1												1		1												1																																								1																						1									
TCGA-A5-A0RA-01	1				1						1																																								1																																																																																																				1																																																	
TCGA-BS-A0UM-01	1				1						1																																									1													1																										1		1																												1									1													1															1																																										
TCGA-D1-A17H-01	1				1								1				1						1																																																									1	1													1																					1							1		1				1		1													1								1											1		1																	1														1					
TCGA-AP-A0LD-01	1				1								1												1										1																						1	1			1																			1					1								1			1								1				1																			1										1		1																1																	1			1								1	1			1											1		
TCGA-BK-A0C9-01	1				1								1															1											1											1					1				1																						1									1					1			1		1				1					1										1			1									1					1					1																																								1	1			1															
TCGA-D1-A16D-01	1				1									1																			1																																															1		1																	1																												1																																																																									
TCGA-D1-A16F-01	1				1									1																																																		1																1											1			1											1													1				1				1												1	1																																																													
TCGA-AP-A0LP-01	1				1									1																																																																				1					1						1											1																		1							1		1					1			1																																	1																			1									
TCGA-AP-A0LT-01	1				1											1			1										1		1											1																				1								1								1	1	1				1						1	1																1										1	1									1															1	1	1								1							1									1																							1									
TCGA-A5-A0GA-01	1				1											1						1							1																																																			1		1	1																	1								1																																							1																											1							1																			
TCGA-BG-A0M4-01	1				1														1																															1																							1																		1		1															1																										1																				1	1				1		1		1	1				1																							1									
TCGA-D1-A16J-01	1				1																		1								1	1																																																												1	1																														1		1										1																																																										1							1
TCGA-AP-A0LQ-01	1				1																						1																				1					1			1																																																																																																																																																	
TCGA-BG-A0MQ-01	1				1																												1		1				1																																																	1					1															1														1												1																								1																																										
TCGA-D1-A0ZO-01	1				1																												1				1							1	1					1		1																	1													1										1	1																																																																						1				1						1					1															1							
TCGA-BG-A0VZ-01	1				1																																			1								1															1																	1													1										1																		1		1										1						1																														1																						1									
TCGA-BG-A0RY-01	1				1																																										1								1																																																																			1																																																																														
TCGA-BG-A0MC-01	1				1																																													1																						1								1																																														1			1																																																																							
TCGA-D1-A17A-01	1				1																																																								1																		1	1																																																																					1									1									1					1																												
TCGA-D1-A0ZV-01	1				1																																																																			1																																														1																																												1																																						
TCGA-B5-A0JS-01	1				1																																																																											1																																																						1																																																																		
TCGA-B5-A11M-01	1				1																																																																											1																																																																	1																																																							
TCGA-D1-A16O-01	1				1																																																																											1																																																																																										1																														
TCGA-D1-A16E-01	1				1																																																																																			1		1																																																						1																																																								
TCGA-BG-A0MT-01	1				1																																																																																						1																																1																																	1																																												
TCGA-BK-A0CA-01	1				1																																																																																								1		1																												1																																																																													
TCGA-BG-A0M0-01	1				1																																																																																																1										1																																																																																									
TCGA-BG-A18A-01	1				1																																																																																																																														1																																																																					
TCGA-BS-A0V6-01	1				1																																																																																																																																																									1																																										
TCGA-B5-A11S-01	1				1																																																																																																																																																																																																			
TCGA-BG-A2AE-01	1					1																																				1																																						1								1			1																								1																																																																					1																
TCGA-B5-A11G-01	1						1		1				1			1																																						1	1			1				1			1																										1	1							1									1	1												1	1																				1					1					1	1					1										1													1															1				
TCGA-BS-A0UL-01	1												1																	1										1												1																		1	1									1																										1	1									1																																																																																				
TCGA-D1-A168-01	1												1																																																																			1																																																																																																																								
TCGA-D1-A0ZP-01	1																																																																																							1							1																																																																																																									
TCGA-A5-A0GW-01		1	1	1	1																																								1																																				1																																		1				1																																																		1																															
TCGA-BK-A139-01		1	1		1		1	1																																																																																																																			1												1																																																																	
TCGA-B5-A11J-01		1	1		1								1						1																1																1	1																												1										1			1						1							1								1																																					1					1		1																					1		1																			
TCGA-A5-A0R7-01		1	1		1																																1																																																																																																																																																																			
TCGA-D1-A169-01		1	1		1																																																												1																																																																																						1																																																	
TCGA-B5-A0JN-01		1	1			1	1													1																																		1																																			1				1																																																																																																											
TCGA-BS-A0U9-01		1	1																																1													1																																																																																																1																																																								
TCGA-BS-A0V8-01		1		1	1							1																		1								1																															1									1															1																	1																																																																																							1			
TCGA-AP-A05J-01		1			1							1																																																																													1						1																																																																									1																									1							
TCGA-BS-A0TI-01		1			1												1																																																																												1																																									1																			1																																															
TCGA-BG-A0YV-01		1			1																								1																																																																																																																																			1						1												1																		1				
TCGA-A5-A0GJ-01		1			1																																																																																																								1																																																																																											
TCGA-AP-A0LI-01		1				1						1								1									1									1																																																			1																																		1																																																																													
TCGA-AX-A2H5-01		1				1														1																		1																																																			1										1																				1																																																																																	
TCGA-FI-A2EX-01		1				1														1																																																																											1														1														1																																																	1																												
TCGA-DI-A1NN-01		1				1																1																																																																									1														1																																																																																		1									
TCGA-EY-A1GS-01		1				1																																							1																						1												1																		1								1								1				1								1																				1										1																																													
TCGA-D1-A0ZZ-01		1				1																																															1																																				1			1																																										1																																																																		
TCGA-AP-A05A-01		1					1	1				1								1																		1																														1																				1	1						1																																																																																																									
TCGA-FI-A2F8-01		1					1					1								1																		1																																																							1																																				1		1																																																																					
TCGA-AP-A05H-01		1					1					1								1																							1																																													1				1			1																											1																																						1																																								
TCGA-D1-A16I-01		1					1					1																																																																																			1																																			1																																																																						
TCGA-EY-A212-01		1					1													1																													1																1																																																																1																																																																							
TCGA-AX-A1C8-01		1																		1																		1											1																1	1																													1			1											1																																																																																											
TCGA-BK-A0CC-01		1																		1																		1																											1																																																																																																																																							
TCGA-FI-A2EW-01		1																		1																		1																																																																																							1																																																																											
TCGA-AP-A0LF-01		1																		1																																																																																																							1							1																																																				1					1													
TCGA-A5-A0G5-01		1																																																															1																																																					1																																																	1								1																									
TCGA-A5-A0G3-01		1																																																															1																																																																													1																																																										
TCGA-EO-A1Y5-01		1																																																																																						1							1																																																																																1																									
TCGA-AP-A0L8-01		1																																																																																						1																				1	1																																																																																											
TCGA-AX-A0IU-01		1																																																																																													1						1																					1																			1																																																											
TCGA-AX-A0IW-01		1																																																																																																											1																																																																1																											
TCGA-AP-A05N-01			1	1	1		1																																																																	1																					1																																		1											1	1																1																							1									1				1					1		1		
TCGA-BG-A0M3-01			1	1	1			1																																																																																																																																																																																																
TCGA-A5-A0VO-01			1	1	1											1		1																																																														1																																																																																																			1																					
TCGA-D1-A17R-01			1	1	1																1				1																																																																																										1																1																																							1																														
TCGA-D1-A165-01			1	1	1																	1																																																																							1													1																																																																																														
TCGA-B5-A11V-01			1	1	1																		1														1																																																																																																																																	1			1																															
TCGA-AX-A0IS-01			1	1	1																										1																									1																															1									1																																																																																																								
TCGA-A5-A0GU-01			1	1	1																																	1																																																							1																																																																																																											
TCGA-A5-A0R9-01			1	1	1																																										1																																																																																			1																																1																																						
TCGA-D1-A17C-01			1	1	1																																															1																																																																																																																																							1													
TCGA-BG-A0MU-01			1	1	1																																																		1	1								1																																																																																																																																								
TCGA-BG-A0MG-01			1	1	1																																																		1		1																					1										1																																																																																											1																					
TCGA-D1-A0ZN-01			1	1	1																																																																										1																															1																																																																																										
TCGA-A5-A0GV-01			1	1	1																																																																															1									1																																																																																																											
TCGA-B5-A11Z-01			1	1	1																																																																																			1		1																																																																																																														
TCGA-BG-A0MI-01			1	1	1																																																																																			1				1																																																																																																												
TCGA-D1-A16Q-01			1	1	1																																																																																																																														1																																																																					
TCGA-AX-A05U-01			1	1	1																																																																																																																																																																										1																									
TCGA-BS-A0T9-01			1	1						1																																																					1																									1																																																																																																																
TCGA-D1-A0ZQ-01			1	1																																	1																										1																														1																																																																																																											
TCGA-A5-A0GE-01			1		1	1																																																																																																																																																																																																		
TCGA-B5-A0JR-01			1		1			1					1																														1				1											1			1	1												1					1						1						1		1																																	1				1											1										1		1											1																		1					1						1			1				
TCGA-A5-A0G9-01			1		1						1																																																					1				1											1			1											1																																						1																												1																																									
TCGA-D1-A0ZS-01			1		1								1																																																									1										1			1					1				1																													1																								1													1																																						1				
TCGA-AX-A06H-01			1		1								1																																																										1								1														1																		1							1																											1							1			1			1																							1				1															
TCGA-BG-A0MS-01			1		1								1																																																																																																																																																																																											
TCGA-D1-A176-01			1		1									1						1										1																	1																																		1							1					1															1								1		1													1																		1									1																																										
TCGA-D1-A160-01			1		1									1											1														1	1				1											1																									1						1							1		1												1																																				1							1				1															1																															
TCGA-D1-A101-01			1		1									1																																																																		1															1												1																												1																						1	1		1																		1				1																		
TCGA-AX-A06L-01			1		1											1																																																																								1																																																																																																1																
TCGA-B5-A0JZ-01			1		1													1							1																					1																				1																											1				1		1		1								1																														1																1												1														1																	1		
TCGA-AP-A0LO-01			1		1															1																																																																																																																																																																																				
TCGA-BS-A0UA-01			1		1																	1									1																					1																					1																			1	1																																																																																																		1					1				
TCGA-AX-A05S-01			1		1																	1																													1															1			1										1						1								1		1	1																																	1										1																																									1																				
TCGA-D1-A17D-01			1		1																								1				1																																			1										1																1		1					1		1																						1				1																								1												1																1		1			1														1
TCGA-BS-A0TA-01			1		1																								1																1								1		1	1																																				1																									1	1																																				1	1													1																																
TCGA-B5-A11W-01			1		1																																					1																	1																					1																													1																																																																																											
TCGA-D1-A15W-01			1		1																																							1		1																																		1																																																																																																																								
TCGA-AX-A05Y-01			1		1																																								1			1											1											1																							1																											1		1																																										1																	1																			
TCGA-BG-A0LX-01			1		1																																																		1																																						1				1																									1															1																											1																			1																	
TCGA-D1-A17U-01			1		1																																																						1																					1	1												1																																												1																		1																																													
TCGA-D1-A17B-01			1		1																																																																																					1																																			1																																	1									1																																	
TCGA-BS-A0TD-01			1		1																																																																																																																																								1																																																											
TCGA-B5-A0K1-01			1		1																																																																																																																																																																								1																											
TCGA-BG-A0VV-01			1																	1																																																																				1																										1																																																																															1							
TCGA-BS-A0U5-01			1																														1																																																																																																																																																																							
TCGA-D1-A17N-01				1	1													1																																																																																																																																																																																						
TCGA-D1-A15Z-01				1	1																																																											1														1															1			1																																																																																																								
TCGA-BG-A0LW-01				1																																	1																																																																																																																																																																			
TCGA-B5-A11U-01				1																																					1																						1																		1										1	1	1																									1																					1																																				1																									
