SubnetworkSize	TruePositives	FalsePositives	PPV(%)	genes
154	6	9	43	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
155	6	9	43	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
156	6	9	43	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
157	6	9	43	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
158	6	9	43	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
159	6	9	43	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
160	6	9	43	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
161	6	9	43	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
162	6	9	43	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
163	6	9	43	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
164	6	9	43	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
165	6	9	43	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
166	6	9	43	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
167	6	9	43	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
168	6	9	43	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
169	6	9	43	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
170	6	9	43	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
171	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
172	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
173	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
174	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
175	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
176	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
177	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
178	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
179	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
180	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
181	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
182	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
183	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
184	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
185	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
186	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
187	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
188	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
189	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
190	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
191	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
192	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
193	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
194	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
195	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
196	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
197	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
198	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
199	7	9	47	WT1,NPM1,KIT,PTPN11,TP53,CEBPA,KRAS,NPM3,NPM2,COX8A,KIAA1377,CARM1,SNAI2,CDK2,PLEKHF2,SDCBP2
