	TP53	PIK3CA	MYC	CCND1	ERBB2	PIK3R1	MAX	ITIH1	RB1	CDH1	EGFR	MCL1	MYST1	NLRC4	BRCA1	CTNNB1	PTEN	TYRP1	RNASEN	ERBB3	FOXA1	ATXN1	CDKN1B	APC	VAV2	GCN1L1	VCAN	TERT	SP1	SUPT6H	E2F1	ANKS1B	CRK	AKT1	MYB	ATM	IKBKB	CDC42	ONECUT1	CTNNA1	IREB2	MAPK14	CCNE1	ABL1	AGAP2	PDGFRB	SMAD4	RHOA	SETDB1	PRDM1	AR	MAP3K1	IGF1R	TTN	HDAC1	ESR1	GRB2	SMAD3	SOS1	MTOR	TNIK	PLCG1	GATA3	NCOR1	FYN	ITGB4	MACF1	TAF4B	SMAD2	RAC1	ERBB4	JAK1	ITGB3	SRC	NRXN1	MAPK6	NFKB1	RELN	MET	CACNA1A	MYO16	TRRAP	TNS3	DISC1	NFYC	CHD3	JUN	ITGA6	NCK1	RIF1	PAK1	JAK2	OMA1	NRCAM	IRS4	RANBP2	SIPA1L1	COL18A1	ITGB2	MAGI3	INTS4	PMS2	APOB	HSPA12A	PTPN12	HUWE1	DAB1	ITGAM	CDKN1A	PDZD2	SMAD9	CDC5L	SYNE1	MLL3	SETD7	CHGB	HGS	EPB41L1	ATN1	DST	MAP2K4	ESR2	TSC22D1	NOTCH1	TK1	DLG1	CREBBP	PTPRB	STAT3	ATXN7	PPP1CA	DSCAML1	TAF1	TSC2	HTT	NEB	PLXNB3	LPA	BCAR1	BARD1	PTPRJ	USP7	CDKN2A	UBQLN4	TBC1D4	GRIN2B	JAK3	AKAP13	TLN1	TRAF6	UBE2I	CELSR3	GFI1B	LRP1	ATR	PLK3	DMD	STAT6	CRMP1	WNK1	SPEN	KDR	MAGI2	PTPRG	ITGAV	MRE11A	ITGB1	BCAR3	CTNND1	SMAD5	SF3B1	LYN	SKIL	NBN	DNTT	ZFP36L1	PPARG	ABL2	CREB1	SYNGAP1	GSK3B	PRKDC	REL	NOTCH3	ZHX1	ATF7IP	AXIN1	GRIN2A	MEGF8	SIN3A	GOLGA2	TRIM28	TGFA	EGF	ARNT	RANBP10	PLXND1	NEDD9	PRPF40A	TOPBP1
234	2	-1	116	-1	10	160	19	-1	68	-1	11	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	24	-1	-1	-1	66	-1	-1	-1	-1	14	18	-1	-1	104	77	-1	-1	-1	-1	-1	135	-1	-1	168	99	-1	47	-1	-1	-1	-1	-1	-1	50	152	-1	-1	82	78	-1	-1	166	-1	56	-1	134	-1	124	100	-1	136	-1	-1	-1	-1	-1	123	-1	-1	-1	165	-1	-1	34	-1	16	-1	140	80	-1	42	21	-1	-1	-1	-1	45	-1	-1	-1	88	-1	-1	-1	156	-1	-1	94	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	-1	126	-1	-1	-1	-1	52	-1	138	-1	110	-1	-1	150	-1	-1	-1	-1	-1	-1	63	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	65	-1	-1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	177	-1	-1	69	-1	-1	-1	-1	172	-1	184	133	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1
235	194	36	-1	-1	-1	81	54	-1	-1	-1	-1	-1	-1	-1	-1	29	-1	-1	-1	132	-1	4	-1	13	65	-1	-1	-1	-1	-1	127	-1	66	-1	-1	-1	-1	103	-1	-1	-1	99	-1	133	-1	-1	192	60	-1	-1	107	-1	-1	-1	-1	-1	64	86	197	-1	58	21	-1	-1	90	-1	-1	-1	125	82	-1	151	154	100	-1	-1	97	-1	53	50	-1	-1	-1	49	-1	-1	-1	-1	9	102	72	76	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	159	-1	-1	71	-1	20	139	-1	-1	-1	-1	-1	-1	120	-1	-1	74	-1	78	-1	-1	-1	-1	-1	31	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	138	111	177	57	-1	-1	-1	-1	-1	-1	-1	121	-1	-1	-1	-1	-1	-1	-1	-1	34	-1	-1	-1	37	-1	178	32	-1	-1	-1	-1	142	118	-1	-1	113	-1	-1	-1	-1	-1
236	165	-1	55	-1	28	10	142	-1	-1	-1	85	-1	-1	-1	183	-1	-1	-1	-1	17	-1	106	185	6	-1	-1	-1	-1	-1	-1	-1	-1	3	2	195	-1	-1	-1	-1	-1	-1	34	-1	5	-1	97	170	14	92	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	30	-1	-1	21	-1	40	-1	161	140	-1	-1	-1	37	-1	71	104	-1	-1	-1	-1	-1	-1	189	-1	-1	-1	99	22	199	121	-1	133	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	86	-1	191	-1	-1	-1	-1	88	-1	-1	49	-1	-1	59	-1	-1	7	-1	-1	-1	-1	64	43	-1	-1	-1	83	-1	-1	-1	-1	-1	145	-1	-1	90	-1	-1	-1	-1	-1	-1	-1	105	135	153	-1	-1	-1	-1	160	179	-1	94	-1	-1	184	-1	80	-1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	47	-1	-1	-1	-1	144	-1	-1	70	-1	-1	190	-1	115	-1
237	6	-1	-1	-1	28	111	-1	-1	-1	-1	36	-1	-1	-1	-1	143	-1	-1	-1	24	-1	57	-1	137	-1	-1	-1	95	-1	-1	98	128	14	177	-1	48	-1	117	-1	179	-1	-1	-1	8	-1	-1	103	119	-1	-1	-1	-1	-1	-1	-1	56	62	27	-1	-1	-1	-1	-1	-1	40	-1	-1	-1	73	-1	86	-1	-1	-1	-1	22	-1	-1	188	67	-1	-1	-1	-1	51	19	162	-1	129	-1	3	-1	153	-1	-1	-1	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	66	-1	-1	-1	-1	-1	102	-1	7	-1	-1	136	-1	85	90	-1	-1	-1	146	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	163	190	144	-1	-1	-1	142	150	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	139	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	121	-1	-1	-1	-1	-1	-1	-1	37	-1
238	141	43	-1	-1	29	22	198	-1	-1	89	114	-1	-1	-1	175	178	-1	-1	-1	-1	-1	142	-1	1	-1	-1	-1	-1	75	-1	-1	-1	25	134	-1	-1	-1	2	-1	-1	-1	16	-1	67	31	24	165	27	-1	-1	-1	-1	-1	-1	-1	-1	14	32	-1	-1	-1	70	-1	-1	72	-1	79	-1	78	105	-1	-1	-1	171	-1	-1	140	-1	144	82	-1	-1	-1	61	-1	-1	-1	-1	42	-1	87	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	83	-1	-1	-1	166	-1	93	10	-1	-1	-1	135	-1	36	-1	-1	-1	17	88	-1	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	128	-1	-1	-1	-1	115	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	132	-1	47	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	162	-1
239	22	-1	101	-1	15	118	23	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	152	82	120	-1	10	54	-1	-1	83	-1	-1	142	-1	57	-1	103	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	148	156	177	-1	-1	-1	-1	-1	-1	-1	74	32	16	-1	-1	8	6	-1	-1	53	-1	76	-1	93	-1	-1	133	-1	194	-1	29	-1	109	-1	42	-1	-1	-1	38	45	-1	46	-1	121	-1	-1	43	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	139	-1	-1	-1	-1	-1	69	28	198	-1	-1	-1	-1	-1	-1	99	-1	31	-1	-1	34	-1	-1	136	63	181	165	-1	-1	-1	-1	110	-1	-1	-1	-1	-1	13	-1	26	-1	-1	-1	-1	-1	67	135	106	162	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	-1	-1	-1	-1	150	-1	-1	-1	-1	-1	155	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	117	-1	-1	72	59	-1	-1	-1	-1	-1
240	23	36	-1	-1	-1	11	180	-1	-1	-1	158	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	47	-1	6	44	-1	-1	163	-1	-1	-1	-1	85	137	-1	160	-1	114	-1	-1	-1	59	106	8	-1	-1	110	35	-1	-1	68	-1	-1	-1	79	92	29	9	-1	58	-1	28	-1	-1	41	-1	-1	-1	50	43	72	-1	-1	129	-1	16	-1	-1	-1	31	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	63	-1	-1	94	-1	-1	-1	57	-1	-1	-1	-1	-1	56	-1	-1	-1	162	-1	-1	-1	178	101	104	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	65	-1	-1	-1	-1	-1	-1	127	-1	-1	-1	146	-1	-1	-1	-1	170	-1	-1	-1	-1	71	-1	-1	-1	10	-1	54	96	-1	-1	-1	-1	69	-1	-1	-1	-1	-1	-1	-1	-1	-1
241	102	-1	16	-1	45	113	127	-1	141	55	4	-1	-1	-1	-1	-1	-1	-1	-1	82	67	83	199	24	163	-1	-1	-1	132	-1	-1	-1	96	-1	-1	-1	-1	118	-1	-1	-1	-1	-1	109	-1	-1	77	130	-1	-1	59	-1	-1	-1	-1	-1	31	-1	38	-1	188	-1	-1	-1	166	21	194	-1	-1	124	123	87	-1	147	-1	-1	-1	-1	-1	72	-1	-1	-1	-1	-1	-1	-1	-1	8	69	161	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	27	56	-1	-1	-1	-1	63	-1	22	-1	-1	18	-1	99	114	-1	-1	-1	-1	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	181	40	-1	-1	-1	-1	-1	-1	-1	-1	197	-1	152	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	36	128	-1	-1	-1	-1	85	-1	191	-1	135	-1	-1	47	131	-1	-1	-1	112	-1	-1	91	-1	-1	-1	-1	7	-1
242	156	39	-1	133	-1	100	184	-1	-1	-1	-1	-1	-1	-1	-1	188	-1	-1	-1	-1	-1	97	10	38	-1	-1	-1	-1	44	-1	-1	-1	26	-1	-1	-1	-1	-1	185	28	-1	-1	-1	35	90	-1	1	50	-1	-1	-1	-1	-1	-1	-1	-1	68	101	105	-1	41	34	-1	-1	112	-1	92	-1	67	99	-1	-1	-1	139	-1	168	-1	-1	-1	-1	-1	-1	-1	103	-1	-1	-1	-1	65	-1	18	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	154	2	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	3	-1	180	137	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	89	-1	-1	-1	-1	-1	-1	-1	94	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	66	-1	-1	-1	-1	-1	-1	-1	157	-1	-1	-1	-1	-1	129	-1	-1	-1	113	-1	-1	19	-1	-1	-1	64	59	-1	145	-1	108	-1	-1	-1	-1	-1
243	26	50	179	-1	187	-1	46	-1	-1	-1	54	-1	-1	-1	-1	-1	-1	-1	-1	134	172	51	121	163	34	-1	-1	-1	60	-1	-1	-1	42	-1	-1	-1	-1	87	-1	106	-1	139	-1	107	-1	-1	-1	17	110	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	111	49	-1	-1	-1	128	192	-1	126	-1	115	-1	-1	-1	32	-1	59	-1	-1	-1	4	-1	154	-1	-1	52	56	174	71	-1	-1	-1	-1	-1	-1	129	-1	-1	-1	92	-1	45	-1	12	44	199	-1	72	66	-1	-1	-1	70	-1	-1	43	-1	-1	5	-1	-1	8	-1	-1	-1	-1	15	188	-1	-1	-1	191	-1	84	55	100	-1	-1	-1	-1	-1	120	190	169	-1	-1	-1	-1	-1	78	-1	196	-1	-1	18	-1	147	-1	-1	-1	-1	-1	-1	41	-1	-1	-1	-1	145	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	-1	79	-1	171	-1	24	62	-1	-1	137	-1	-1	-1	-1	-1	-1
244	44	66	71	-1	33	13	29	-1	-1	190	85	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	0	-1	142	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	97	-1	-1	59	-1	-1	-1	-1	-1	129	-1	-1	146	56	74	-1	-1	-1	-1	-1	-1	-1	14	34	176	175	-1	122	-1	-1	49	76	-1	-1	173	-1	-1	58	-1	96	-1	183	-1	-1	52	35	-1	60	-1	72	147	-1	-1	-1	77	86	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	150	-1	-1	-1	-1	-1	79	-1	-1	-1	-1	-1	-1	-1	43	-1	-1	45	-1	152	156	-1	160	-1	-1	162	-1	-1	-1	-1	-1	-1	195	-1	-1	-1	-1	126	-1	12	-1	-1	-1	-1	-1	91	139	174	-1	-1	-1	-1	-1	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	199	-1	-1	-1	67	-1	20	-1	-1	-1	-1	-1	95	62	-1	-1	-1	-1	6	-1	-1	99	51	-1	-1	-1	40	-1
245	135	-1	128	-1	-1	2	145	-1	-1	-1	-1	-1	-1	-1	13	96	-1	-1	-1	-1	150	95	-1	143	24	-1	-1	-1	-1	-1	-1	-1	8	22	-1	47	-1	119	-1	-1	-1	18	-1	16	-1	-1	193	4	-1	-1	-1	141	-1	-1	122	-1	29	177	44	146	-1	102	-1	-1	19	-1	-1	-1	78	48	-1	-1	-1	34	-1	-1	-1	-1	-1	32	-1	-1	-1	37	-1	-1	-1	-1	58	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	-1	74	-1	-1	-1	-1	-1	-1	-1	172	-1	-1	77	-1	-1	194	-1	-1	-1	-1	-1	168	-1	-1	-1	-1	-1	-1	-1	100	-1	-1	91	-1	-1	33	-1	85	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	144	-1	-1	-1	192	-1	-1	-1	-1	-1	90	71	38	-1	109	-1	-1	108	-1	-1	-1	59	-1	165	21	-1	-1	-1	-1	123	-1	-1	-1	65	138	-1	-1	-1	-1
246	106	45	25	-1	33	77	82	-1	-1	112	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	95	88	-1	161	14	-1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	-1	156	-1	92	-1	-1	-1	139	-1	-1	73	68	-1	-1	87	123	-1	-1	-1	-1	31	63	-1	-1	-1	24	1	-1	56	-1	-1	-1	15	-1	-1	-1	-1	85	-1	-1	-1	188	-1	109	-1	-1	-1	151	-1	91	-1	-1	137	29	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	-1	-1	-1	-1	-1	36	-1	-1	-1	-1	10	-1	-1	-1	-1	194	169	-1	-1	81	-1	-1	-1	-1	52	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	-1	155	-1	-1	-1	-1	66	-1	-1	-1	-1	-1	-1	157	-1	-1	-1	-1	-1	-1	-1	102	-1	-1	-1	-1	-1	193	-1	-1	-1	-1	-1	-1	-1	-1	-1	75	-1	34	142	-1	-1	-1	-1	152	-1	-1	-1	-1	-1	-1	-1	43	-1
247	10	-1	-1	-1	19	138	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	105	-1	39	-1	55	-1	108	121	-1	-1	-1	-1	-1	-1	-1	158	-1	-1	-1	-1	64	-1	-1	-1	76	-1	180	-1	-1	33	174	-1	-1	-1	-1	-1	-1	-1	-1	29	-1	-1	-1	-1	146	-1	-1	165	-1	-1	-1	189	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	17	44	-1	68	-1	24	-1	170	-1	-1	-1	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	45	1	87	-1	-1	-1	-1	-1	81	-1	-1	32	-1	-1	-1	-1	-1	140	95	49	-1	-1	-1	-1	114	-1	-1	-1	178	-1	-1	160	128	-1	-1	-1	-1	-1	-1	-1	-1	22	184	-1	-1	-1	-1	-1	-1	169	-1	-1	-1	-1	-1	-1	-1	-1	89	-1	-1	-1	172	-1	-1	-1	35	-1	30	-1	-1	-1	-1	-1	-1	65	-1	-1	-1	-1	192	-1	-1	162	-1	-1	-1	-1	177	-1
248	119	-1	60	185	198	149	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	138	14	-1	-1	-1	-1	-1	-1	-1	94	-1	-1	-1	-1	53	-1	-1	-1	11	-1	133	-1	32	140	199	-1	-1	-1	134	-1	-1	-1	-1	55	-1	67	-1	-1	163	-1	-1	171	-1	-1	-1	85	-1	-1	-1	-1	-1	-1	46	-1	-1	-1	39	-1	-1	-1	9	-1	-1	82	87	156	-1	-1	65	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44	-1	-1	-1	-1	-1	74	21	130	-1	-1	-1	-1	-1	41	-1	174	104	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	96	-1	63	-1	-1	132	102	-1	-1	-1	-1	-1	-1	146	151	-1	-1	-1	-1	-1	154	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	81	-1	-1	173	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	109	-1	-1	-1	-1	-1	-1	-1	-1	-1
249	14	-1	-1	-1	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	131	-1	12	-1	20	24	-1	-1	-1	-1	-1	-1	-1	101	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	104	-1	-1	55	136	-1	-1	40	-1	-1	-1	-1	-1	26	57	-1	-1	-1	-1	-1	-1	112	-1	166	-1	6	193	-1	-1	-1	157	-1	109	-1	-1	-1	41	-1	-1	-1	70	-1	18	-1	-1	62	-1	44	-1	-1	153	-1	-1	-1	-1	-1	165	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	3	123	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	47	-1	78	-1	184	-1	-1	-1	-1	38	121	-1	-1	-1	-1	-1	28	-1	-1	-1	-1	-1	-1	60	67	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	82	99	-1	1	-1	-1	-1	172	-1	-1	-1	197	-1	-1	-1	-1	152	-1	-1	-1	-1	-1	-1	-1	110	-1	-1	-1	-1	51	-1
250	143	-1	194	-1	142	57	32	-1	-1	-1	29	-1	-1	-1	74	151	-1	-1	-1	-1	126	12	33	24	55	-1	-1	76	70	-1	-1	-1	5	-1	-1	156	-1	46	-1	-1	-1	-1	-1	90	-1	-1	26	25	-1	-1	52	-1	27	-1	-1	-1	41	198	-1	195	110	152	-1	-1	88	-1	3	-1	153	130	168	-1	-1	102	2	-1	115	-1	-1	21	1	-1	-1	16	-1	-1	-1	-1	81	-1	135	-1	-1	162	-1	-1	11	-1	36	-1	-1	-1	-1	199	-1	-1	-1	35	-1	71	17	117	138	-1	-1	-1	61	-1	14	-1	145	87	-1	-1	-1	-1	-1	-1	34	180	-1	-1	-1	-1	133	-1	-1	-1	-1	-1	-1	-1	-1	-1	122	-1	196	-1	-1	-1	-1	-1	-1	92	-1	56	-1	108	-1	-1	107	-1	-1	113	-1	-1	38	-1	-1	-1	-1	51	39	161	-1	-1	-1	-1	-1	-1	158	-1	30	-1	-1	-1	-1	-1	-1	-1	147	-1	-1	-1	-1	-1	-1	-1	44	-1
251	125	65	-1	-1	45	179	-1	-1	51	-1	-1	-1	-1	-1	151	167	-1	-1	-1	-1	36	46	155	25	56	-1	-1	-1	70	-1	-1	-1	111	-1	-1	-1	-1	-1	-1	-1	-1	58	-1	33	-1	-1	175	139	15	-1	-1	-1	-1	-1	-1	39	57	-1	-1	-1	19	23	-1	-1	69	-1	42	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	114	-1	-1	-1	74	-1	-1	53	62	20	94	-1	-1	-1	107	-1	-1	-1	-1	145	-1	-1	-1	-1	191	-1	-1	-1	-1	-1	-1	110	-1	-1	-1	-1	-1	38	-1	138	-1	-1	67	149	-1	27	-1	-1	-1	-1	24	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	141	-1	-1	-1	-1	-1	-1	-1	-1	105	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	164	-1	81	-1	-1	99	-1	-1	-1	162	61	-1	-1	-1	-1	-1	-1	181	21	-1
252	14	51	7	188	114	113	24	-1	-1	53	26	-1	-1	-1	-1	83	-1	-1	-1	-1	-1	163	-1	18	58	-1	-1	-1	-1	-1	80	-1	52	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	84	-1	38	32	8	-1	-1	-1	-1	-1	-1	-1	-1	36	-1	133	-1	0	12	-1	-1	76	-1	180	-1	149	-1	-1	-1	-1	172	-1	158	-1	-1	23	148	-1	-1	-1	1	73	-1	-1	-1	75	-1	-1	43	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	152	-1	-1	138	-1	-1	-1	-1	160	-1	-1	-1	30	-1	20	-1	-1	28	-1	156	-1	-1	79	-1	-1	-1	-1	103	-1	-1	-1	49	-1	-1	11	-1	164	-1	-1	-1	-1	-1	-1	-1	-1	115	-1	-1	-1	-1	16	-1	-1	-1	69	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	101	-1	-1	189	154	-1	-1	-1	-1
253	117	-1	-1	-1	-1	130	-1	-1	-1	-1	-1	59	-1	-1	-1	-1	61	-1	-1	-1	-1	7	-1	188	53	-1	-1	-1	-1	-1	58	-1	128	159	-1	-1	-1	147	-1	-1	-1	-1	-1	-1	-1	-1	-1	66	-1	-1	-1	-1	-1	-1	-1	-1	18	12	-1	-1	43	182	-1	-1	133	89	153	-1	183	90	-1	-1	-1	-1	-1	-1	185	114	-1	42	-1	-1	-1	100	-1	-1	-1	-1	-1	49	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	-1	-1	67	13	-1	-1	-1	107	65	-1	3	-1	-1	168	-1	-1	17	-1	-1	-1	-1	4	158	-1	-1	-1	95	-1	-1	-1	31	-1	-1	-1	-1	82	63	-1	-1	-1	-1	-1	-1	70	73	56	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	-1	-1	-1	-1	148	-1	-1	-1	152	-1	-1	-1	-1	-1	21	-1	-1	19	-1	-1	123	-1	120	-1	-1	109	40	28	-1	-1	172	-1
254	182	-1	-1	37	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	54	45	-1	-1	-1	-1	-1	-1	-1	77	-1	-1	-1	-1	160	48	-1	-1	128	-1	105	-1	-1	136	67	31	-1	-1	80	-1	-1	-1	123	11	112	47	124	152	36	-1	-1	97	-1	55	-1	61	95	-1	-1	17	179	-1	155	-1	-1	164	107	-1	-1	-1	65	-1	126	-1	-1	8	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	189	-1	-1	-1	-1	-1	40	109	-1	-1	-1	-1	-1	-1	-1	-1	-1	34	-1	-1	173	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	87	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91	-1	-1	68	-1	-1	-1	132	177	-1	-1	-1	-1	-1	25	-1	41	-1	-1	163	-1	-1	1	-1	-1	-1	-1	-1	57	-1	-1	-1	53	-1	-1	94	-1	-1	-1	-1	119	-1	-1	-1	-1	29	194	-1	49	-1
255	20	72	-1	-1	141	16	-1	-1	183	-1	140	-1	-1	-1	-1	23	-1	-1	-1	27	-1	142	-1	3	106	-1	-1	-1	-1	-1	-1	-1	1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	98	-1	-1	166	32	186	-1	6	-1	131	-1	-1	-1	62	189	-1	-1	33	25	-1	-1	104	-1	-1	-1	41	174	-1	-1	-1	133	-1	-1	-1	-1	-1	163	-1	-1	-1	43	-1	11	84	-1	15	-1	158	-1	-1	-1	-1	52	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	121	-1	-1	-1	91	31	-1	-1	-1	-1	-1	-1	105	69	-1	36	-1	-1	187	-1	-1	177	-1	17	153	-1	-1	-1	111	-1	-1	-1	-1	-1	112	66	-1	198	-1	-1	-1	-1	184	-1	-1	172	148	-1	-1	-1	-1	-1	18	49	-1	-1	-1	-1	114	-1	145	-1	68	-1	-1	-1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	195	-1	-1	134	-1	-1	-1	-1	63	-1
256	107	-1	101	-1	184	38	9	-1	-1	-1	28	-1	-1	-1	72	25	-1	-1	-1	-1	177	14	-1	165	-1	-1	-1	-1	71	-1	-1	-1	164	-1	79	-1	-1	197	-1	-1	-1	89	29	-1	-1	144	19	49	-1	-1	-1	119	-1	-1	20	-1	70	30	62	-1	-1	-1	-1	-1	112	-1	65	-1	109	-1	-1	-1	-1	-1	-1	-1	-1	-1	150	193	-1	-1	-1	5	53	58	57	-1	-1	130	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	64	-1	166	-1	-1	104	-1	77	41	-1	173	-1	-1	12	55	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	37	-1	-1	127	-1	128	-1	147	-1	-1	-1	-1	18	-1	66	-1	86	-1	60	-1	-1	148	-1	162	-1	-1	99	-1	-1	93	54	-1	-1	-1	-1	-1	-1	-1	-1	118	-1	-1	51	-1	-1	-1	-1	158	-1	-1	-1	88	-1	-1	-1	117	-1
