	TP53	PIK3CA	MYC	CCND1	ERBB2	PIK3R1	MAX	ITIH1	RB1	CDH1	EGFR	MCL1	MYST1	NLRC4	BRCA1	CTNNB1	PTEN	TYRP1	RNASEN	ERBB3	FOXA1	ATXN1	CDKN1B	APC	VAV2	GCN1L1	VCAN	TERT	SP1	SUPT6H	E2F1	ANKS1B	CRK	AKT1	MYB	ATM	IKBKB	CDC42	ONECUT1	CTNNA1	IREB2	MAPK14	CCNE1	ABL1	AGAP2	PDGFRB	SMAD4	RHOA	SETDB1	PRDM1	AR	MAP3K1	IGF1R	TTN	HDAC1	ESR1	GRB2	SMAD3	SOS1	MTOR	TNIK	PLCG1	GATA3	NCOR1	FYN	ITGB4	MACF1	TAF4B	SMAD2	RAC1	ERBB4	JAK1	ITGB3	SRC	NRXN1	MAPK6	NFKB1	RELN	MET	CACNA1A	MYO16	TRRAP	TNS3	DISC1	NFYC	CHD3	JUN	ITGA6	NCK1	RIF1	PAK1	JAK2	OMA1	NRCAM	IRS4	RANBP2	SIPA1L1	COL18A1	ITGB2	MAGI3	INTS4	PMS2	APOB	HSPA12A	PTPN12	HUWE1	DAB1	ITGAM	CDKN1A	PDZD2	SMAD9	CDC5L	SYNE1	MLL3	SETD7	CHGB	HGS	EPB41L1	ATN1	DST	MAP2K4	ESR2	TSC22D1	NOTCH1	TK1	DLG1	CREBBP	PTPRB	STAT3	ATXN7	PPP1CA	DSCAML1	TAF1	TSC2	HTT	NEB	PLXNB3	LPA	BCAR1	BARD1	PTPRJ	USP7	CDKN2A	UBQLN4	TBC1D4	GRIN2B	JAK3	AKAP13	TLN1	TRAF6	UBE2I	CELSR3	GFI1B	LRP1	ATR	PLK3	DMD	STAT6	CRMP1	WNK1	SPEN	KDR	MAGI2	PTPRG	ITGAV	MRE11A	ITGB1	BCAR3	CTNND1	SMAD5	SF3B1	LYN	SKIL	NBN	DNTT	ZFP36L1	PPARG	ABL2	CREB1	SYNGAP1	GSK3B	PRKDC	REL	NOTCH3	ZHX1	ATF7IP	AXIN1	GRIN2A	MEGF8	SIN3A	GOLGA2	TRIM28	TGFA	EGF	ARNT	RANBP10	PLXND1	NEDD9	PRPF40A	TOPBP1
0	10	-1	-1	-1	8	137	27	-1	168	167	9	-1	39	-1	-1	86	-1	-1	-1	33	-1	122	-1	111	115	-1	-1	-1	-1	69	78	121	42	-1	-1	156	-1	120	-1	28	-1	153	-1	161	-1	116	23	12	103	-1	-1	-1	26	-1	-1	70	52	-1	11	-1	-1	185	-1	-1	192	-1	74	-1	-1	183	-1	24	-1	158	-1	-1	134	-1	-1	6	-1	-1	-1	21	-1	-1	-1	-1	130	-1	104	-1	-1	-1	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	13	-1	-1	-1	-1	-1	-1	-1	124	-1	-1	117	-1	-1	3	-1	54	-1	-1	145	91	-1	-1	-1	-1	-1	155	-1	-1	-1	-1	-1	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	140	-1	-1	-1	-1	133	189	-1	147	44	38	-1	-1	81	-1	-1	-1	-1	-1	-1	-1	-1	-1	171	-1	-1	-1	-1	-1	-1	-1	76	-1	-1	-1	16	37	-1	30	-1	-1
1	106	190	-1	96	73	112	-1	-1	-1	-1	7	-1	-1	-1	101	-1	-1	-1	-1	10	-1	66	28	-1	160	-1	-1	-1	-1	-1	-1	-1	81	-1	-1	-1	-1	197	-1	-1	-1	32	-1	-1	-1	-1	-1	4	68	-1	186	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	-1	-1	-1	103	-1	-1	-1	141	-1	-1	-1	-1	-1	-1	180	-1	-1	118	-1	-1	-1	-1	-1	-1	-1	34	-1	163	-1	46	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	-1	-1	-1	121	-1	-1	-1	-1	-1	-1	-1	-1	-1	52	8	-1	-1	29	-1	-1	69	-1	-1	-1	-1	-1	83	-1	-1	-1	-1	126	-1	-1	-1	-1	6	78	-1	-1	150	-1	179	-1	151	-1	-1	-1	-1	-1	56	-1	-1	-1	-1	-1	-1	65	-1	149	-1	-1	-1	-1	-1	-1	-1	-1	-1	76	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	133	161	-1	11	185	13	-1	-1	-1	-1
2	14	-1	23	169	29	168	88	-1	-1	107	80	-1	-1	-1	-1	160	96	-1	-1	-1	-1	36	173	25	-1	-1	-1	13	-1	-1	-1	-1	100	151	-1	-1	-1	34	-1	73	-1	-1	-1	58	-1	-1	6	109	83	112	-1	-1	-1	-1	-1	-1	21	-1	-1	56	-1	144	-1	-1	39	-1	-1	-1	53	198	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	24	-1	-1	-1	-1	91	-1	40	-1	-1	-1	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	49	-1	-1	-1	67	-1	-1	-1	-1	22	51	-1	186	-1	-1	106	-1	-1	50	-1	-1	-1	156	181	-1	-1	-1	-1	180	-1	-1	-1	-1	-1	4	75	-1	-1	28	-1	-1	194	-1	-1	119	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	47	-1	-1	120	-1	-1	-1	-1	54	8	-1	-1	-1	-1	149	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	85	-1	-1	-1	-1	99	-1	-1	-1	-1	-1
3	-1	56	-1	-1	154	79	-1	-1	-1	-1	137	-1	-1	-1	-1	138	-1	-1	-1	24	-1	98	-1	22	-1	-1	-1	17	-1	-1	-1	-1	12	131	-1	-1	-1	182	-1	-1	-1	166	-1	173	-1	90	83	108	-1	-1	-1	-1	-1	-1	-1	-1	39	-1	32	-1	-1	163	-1	-1	193	-1	-1	-1	112	-1	-1	-1	-1	140	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	160	-1	129	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	104	-1	-1	-1	-1	-1	-1	-1	41	-1	-1	96	-1	47	-1	-1	-1	-1	-1	-1	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	161	-1	-1	-1	29	-1	-1	-1	-1	-1	-1	-1	181	162	-1	-1	-1	62	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	178	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	117	-1
4	149	-1	18	-1	-1	166	51	-1	185	-1	-1	-1	-1	-1	-1	25	-1	-1	-1	-1	-1	138	-1	124	-1	-1	-1	-1	169	-1	-1	-1	150	-1	-1	113	-1	123	-1	-1	-1	65	-1	-1	-1	-1	43	192	-1	-1	-1	-1	-1	-1	-1	-1	101	9	-1	-1	-1	32	-1	-1	164	-1	105	-1	125	-1	-1	-1	-1	190	-1	-1	-1	-1	36	62	-1	-1	-1	13	48	-1	-1	91	156	-1	28	-1	-1	174	-1	-1	-1	-1	-1	-1	-1	-1	-1	176	-1	-1	-1	52	-1	-1	154	-1	-1	-1	-1	121	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	151	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	73	-1	141	-1	-1	-1	-1	-1	-1	46	-1	-1	-1	-1	-1	-1	122	-1	109	-1	-1	-1	14	-1	-1	-1	-1	-1	-1	12	83	-1	-1	-1	-1	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	196	-1	-1	-1	-1	-1	-1	-1	79	-1
5	94	-1	96	-1	-1	23	78	-1	198	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	173	7	-1	115	-1	-1	-1	-1	-1	-1	-1	-1	52	-1	-1	-1	-1	-1	-1	-1	-1	195	-1	46	-1	-1	137	76	-1	-1	35	-1	190	-1	-1	-1	34	162	63	-1	-1	-1	-1	-1	99	-1	-1	-1	-1	177	-1	-1	-1	163	-1	98	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	-1	-1	97	44	122	89	-1	-1	-1	151	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	70	-1	-1	-1	29	41	-1	56	155	-1	0	-1	75	87	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	-1	-1	-1	-1	125	6	-1	146	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	82	-1	-1	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	178	187	-1	-1	-1	-1	-1	-1	-1	-1	-1	51	-1	-1	-1	-1
6	-1	-1	89	-1	-1	20	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	133	-1	-1	-1	-1	-1	-1	-1	-1	7	30	-1	-1	-1	105	-1	-1	-1	28	-1	92	-1	-1	90	-1	-1	-1	74	-1	-1	-1	83	-1	49	174	-1	-1	-1	21	-1	-1	113	-1	-1	-1	2	-1	-1	-1	-1	167	-1	19	-1	-1	-1	52	-1	-1	-1	33	-1	120	-1	-1	79	-1	188	-1	-1	161	-1	-1	-1	-1	76	118	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	58	-1	-1	-1	-1	-1	-1	166	-1	-1	11	176	-1	39	-1	-1	-1	-1	48	-1	160	-1	-1	-1	-1	-1	-1	26	-1	-1	116	-1	178	-1	-1	-1	-1	-1	111	-1	-1	78	-1	-1	-1	-1	131	-1	-1	-1	-1	-1	-1	152	-1	86	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	-1	-1	-1	-1	-1	-1	164	-1	189	-1	-1	-1	-1	154	-1	-1	-1	115	-1	-1	-1	63	-1
7	19	33	-1	-1	32	77	-1	-1	-1	-1	71	-1	-1	-1	-1	112	-1	-1	-1	35	-1	13	-1	134	-1	-1	-1	-1	-1	-1	-1	-1	63	25	-1	-1	-1	81	-1	24	-1	-1	-1	168	-1	-1	12	6	30	-1	103	-1	179	-1	-1	-1	3	123	126	79	82	170	-1	-1	113	133	146	-1	149	153	-1	61	-1	-1	-1	36	-1	-1	28	-1	-1	-1	-1	65	-1	-1	-1	-1	137	-1	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	67	-1	-1	-1	-1	74	-1	-1	37	-1	-1	-1	-1	-1	-1	-1	183	-1	-1	85	96	-1	181	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	145	-1	-1	62	-1	-1	16	-1	-1	-1	-1	-1	-1	172	-1	-1	-1	-1	-1	-1	-1	58	147	199	50	-1	-1	-1	-1	-1	-1	40	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	-1	174	-1	41	-1	-1	5	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	-1	-1	110	-1
8	136	-1	182	-1	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	177	117	78	-1	-1	84	-1	2	-1	152	-1	-1	-1	-1	-1	-1	54	-1	42	-1	-1	91	-1	158	-1	17	-1	-1	-1	18	-1	69	-1	10	-1	-1	45	-1	93	-1	-1	-1	31	48	39	-1	-1	121	-1	-1	43	-1	-1	-1	53	99	-1	127	198	134	-1	34	-1	-1	72	107	-1	-1	-1	150	-1	-1	-1	-1	59	-1	145	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	157	-1	-1	1	-1	-1	-1	-1	138	-1	-1	109	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	71	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	115	-1	-1	-1	-1	-1	-1	164	-1	128	-1	-1	-1	-1	-1	-1	122	-1	-1	-1	-1	186	3	85	-1	61	-1	-1	179	24	16	-1	-1	-1	-1	41	-1	-1	-1	131	-1	-1	11	-1	-1	-1	-1	197	142	-1	-1	-1	-1	-1	-1	20	-1
9	-1	38	28	-1	71	134	140	-1	-1	34	4	-1	-1	-1	112	21	-1	-1	-1	52	-1	74	-1	84	-1	128	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	102	-1	-1	-1	-1	-1	-1	-1	-1	76	101	-1	-1	17	-1	174	-1	-1	-1	75	166	175	-1	-1	153	-1	-1	168	131	-1	-1	65	172	-1	-1	-1	129	-1	-1	-1	-1	-1	19	-1	-1	-1	151	-1	-1	-1	-1	110	-1	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	122	-1	-1	10	35	-1	-1	-1	-1	-1	-1	20	-1	-1	8	-1	92	-1	-1	-1	139	-1	141	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	155	-1	-1	81	-1	-1	138	-1	-1	105	135	-1	-1	-1	-1	-1	-1	-1	69	-1	173	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91	-1	-1	-1	-1	-1	-1	40	-1	-1	-1	-1	93	-1	-1	-1	-1	160	-1	-1	104	-1
10	108	-1	16	-1	17	81	134	-1	-1	-1	19	-1	-1	-1	69	104	-1	-1	-1	34	-1	133	-1	130	-1	-1	-1	87	-1	-1	-1	-1	86	-1	-1	-1	-1	39	-1	158	-1	57	168	117	-1	-1	9	3	45	-1	-1	-1	-1	-1	-1	-1	46	13	172	25	153	74	-1	-1	65	-1	-1	-1	120	105	-1	166	-1	127	-1	33	122	-1	32	145	-1	-1	47	30	-1	-1	22	-1	7	10	95	53	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	85	-1	-1	-1	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	79	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	116	-1	-1	-1	-1	-1	62	197	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	-1	-1	-1	-1	-1	-1	12	-1	83	-1	-1	-1	-1	-1	-1	27	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	155	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	20	176	-1	-1	154	-1
11	123	-1	-1	-1	171	118	160	-1	-1	-1	131	-1	-1	-1	-1	144	-1	-1	-1	43	-1	35	-1	79	107	-1	-1	-1	42	-1	-1	-1	126	191	17	-1	-1	-1	-1	-1	-1	-1	-1	77	-1	51	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	-1	127	-1	128	-1	148	-1	-1	-1	66	10	-1	40	44	-1	-1	-1	-1	-1	-1	108	47	39	-1	-1	162	-1	-1	-1	-1	-1	-1	38	-1	-1	-1	37	-1	-1	-1	-1	28	-1	96	-1	58	-1	155	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	-1	-1	-1	-1	67	-1	-1	-1	-1	5	83	-1	186	-1	3	-1	-1	-1	-1	-1	-1	36	-1	-1	140	-1	-1	-1	101	168	-1	-1	-1	-1	-1	-1	71	-1	-1	146	4	-1	-1	-1	-1	-1	16	-1	-1	-1	14	-1	-1	-1	-1	-1	62	-1	-1	-1	-1	-1	-1	34	167	-1	-1	98	11	-1	-1	87	178	59	-1	-1	25	-1
12	58	-1	-1	-1	-1	-1	-1	-1	-1	51	184	-1	-1	-1	-1	156	-1	-1	-1	-1	151	101	77	82	138	-1	-1	-1	-1	-1	-1	-1	119	-1	-1	-1	-1	63	-1	-1	-1	-1	-1	43	-1	-1	173	65	-1	-1	-1	-1	-1	-1	-1	-1	111	9	-1	131	-1	-1	-1	-1	23	-1	-1	-1	163	106	-1	-1	-1	-1	171	123	-1	-1	62	41	199	-1	-1	42	-1	69	-1	-1	-1	-1	93	-1	-1	-1	-1	198	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	67	-1	-1	-1	-1	-1	-1	-1	144	116	70	12	-1	-1	105	-1	-1	126	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	165	122	128	-1	-1	-1	-1	-1	108	-1	-1	-1	-1	177	88	-1	137	-1	-1	-1	-1	99	124	-1	-1	-1	-1	-1	27	-1	-1	-1	-1	-1	-1	29	160	-1	-1	-1	60	-1	-1	57	-1	-1	-1	-1	-1	-1
13	6	-1	188	-1	-1	-1	-1	-1	-1	-1	35	-1	45	-1	55	-1	-1	-1	-1	179	117	99	-1	7	72	-1	-1	-1	-1	-1	-1	-1	80	-1	74	-1	83	87	-1	-1	-1	84	118	165	-1	132	162	52	-1	-1	-1	-1	-1	-1	-1	-1	36	-1	-1	-1	5	-1	-1	-1	153	26	185	-1	11	-1	-1	-1	-1	-1	116	63	-1	-1	-1	126	-1	-1	-1	1	-1	33	-1	-1	168	123	-1	-1	-1	-1	-1	-1	166	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	-1	95	75	-1	-1	-1	-1	-1	-1	-1	131	-1	-1	39	-1	-1	145	-1	-1	143	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	31	-1	-1	-1	-1	-1	-1	140	-1	-1	-1	-1	-1	-1	38	-1	-1	-1	-1	-1	68	193	-1	-1	-1	70	-1	-1	196	23	-1	-1	-1	56	-1	-1	-1	-1	-1	-1	-1	184	22	-1	-1	-1	-1	-1	-1	-1	-1	51	-1	-1	-1	191	-1
14	-1	-1	181	-1	8	80	183	-1	33	-1	134	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	-1	43	143	-1	-1	-1	147	-1	-1	-1	62	157	93	-1	-1	108	-1	-1	-1	20	-1	105	-1	-1	14	40	47	-1	107	-1	-1	-1	28	-1	72	7	-1	-1	-1	12	-1	179	39	-1	168	-1	184	155	-1	-1	-1	61	-1	-1	-1	-1	-1	177	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	175	170	-1	131	-1	164	-1	-1	-1	82	-1	-1	-1	180	-1	-1	137	160	11	-1	38	122	-1	-1	-1	-1	-1	-1	76	-1	-1	10	109	-1	115	13	-1	-1	71	-1	-1	79	-1	-1	-1	-1	30	-1	158	-1	-1	-1	-1	19	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	161	136	-1	-1	167	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	140	-1	-1	-1	-1	21	-1	83	135	-1	41	-1	118	22	-1	-1	-1	-1	-1	-1	-1	-1	-1
15	46	-1	33	-1	6	198	105	-1	-1	-1	13	-1	130	-1	-1	107	-1	-1	-1	12	-1	19	-1	3	18	-1	-1	-1	-1	57	-1	179	110	-1	-1	-1	-1	108	-1	-1	-1	84	-1	-1	-1	-1	116	98	25	-1	-1	-1	128	178	144	-1	82	136	-1	-1	68	159	-1	-1	163	-1	-1	-1	26	-1	-1	-1	-1	199	-1	56	-1	-1	88	168	-1	171	36	27	-1	-1	-1	-1	-1	-1	185	-1	73	-1	55	-1	-1	-1	-1	-1	-1	-1	-1	-1	106	-1	65	-1	37	-1	8	-1	-1	-1	-1	-1	-1	-1	24	-1	-1	74	-1	141	111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	177	-1	135	-1	-1	-1	-1	-1	-1	-1	121	-1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	113	-1	-1	143	112	193	-1	-1	28	-1	72	-1	-1	38	-1
16	8	-1	26	135	148	78	164	-1	-1	-1	38	-1	-1	-1	48	192	-1	134	-1	-1	-1	-1	-1	69	-1	-1	-1	-1	-1	-1	-1	-1	39	-1	-1	101	-1	199	-1	-1	-1	-1	-1	45	-1	123	150	84	-1	-1	-1	-1	-1	-1	-1	190	36	42	-1	-1	153	-1	-1	-1	27	-1	-1	-1	-1	-1	-1	59	-1	-1	-1	-1	-1	-1	-1	130	-1	-1	-1	-1	54	30	-1	-1	184	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	138	-1	-1	-1	-1	-1	-1	-1	106	-1	-1	17	-1	-1	185	-1	-1	-1	87	-1	-1	-1	-1	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	71	-1	-1	49	-1	-1	-1	152	-1	132	-1	79	-1	194	43	75	-1	-1	-1	-1	120	-1	149	-1	-1	-1	-1	-1	-1	112	140	-1	-1	-1	-1	51	-1	37	-1	16	-1	-1	-1	-1	-1	-1	-1	29	-1	-1	98	177	-1	-1	-1	2	-1
17	59	-1	-1	121	-1	169	63	-1	-1	-1	-1	-1	-1	-1	28	26	-1	-1	-1	88	-1	20	-1	137	-1	-1	-1	-1	-1	-1	-1	-1	99	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	132	-1	-1	-1	40	-1	-1	-1	-1	-1	24	14	-1	85	-1	43	-1	-1	-1	-1	-1	-1	57	-1	-1	123	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	110	-1	49	176	-1	105	-1	190	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	113	-1	37	-1	-1	189	7	44	-1	-1	-1	-1	-1	-1	162	58	-1	100	89	157	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	122	90	-1	98	-1	-1	83	160	-1	149	-1	-1	-1	-1	32	-1	62	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	50	-1	-1	-1	-1	-1	-1	124	-1	-1	-1	-1	36	-1	-1	-1	-1	-1	-1	-1	65	167
18	25	-1	-1	130	-1	124	164	-1	-1	-1	177	-1	-1	-1	153	-1	-1	-1	-1	-1	-1	126	116	-1	21	-1	-1	-1	-1	-1	-1	-1	95	110	118	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	117	32	-1	-1	-1	-1	-1	-1	-1	-1	37	144	90	-1	-1	-1	-1	-1	-1	47	-1	-1	43	-1	-1	125	-1	-1	-1	89	80	-1	-1	83	-1	-1	-1	29	-1	-1	-1	-1	169	-1	-1	146	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58	44	-1	-1	-1	148	-1	-1	79	76	-1	6	14	97	-1	-1	-1	-1	-1	41	-1	-1	-1	-1	105	-1	-1	-1	-1	-1	-1	-1	-1	23	78	-1	103	-1	-1	-1	183	174	-1	-1	-1	-1	-1	-1	22	-1	-1	-1	-1	-1	73	-1	104	-1	-1	152	-1	-1	60	-1	-1	-1	49	-1	53	-1	-1	-1	42	-1	-1	64	-1	-1	-1	-1	19	-1	-1	28	18	-1	-1	-1	-1	122
19	29	-1	-1	57	148	12	-1	-1	197	185	86	-1	-1	-1	67	85	-1	-1	-1	-1	-1	18	-1	30	78	-1	-1	43	-1	-1	-1	-1	22	183	-1	99	-1	31	186	192	-1	181	-1	108	-1	-1	-1	24	-1	-1	4	162	2	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	-1	69	-1	-1	-1	179	155	-1	-1	-1	84	-1	115	-1	-1	-1	51	-1	-1	-1	-1	44	76	-1	-1	93	-1	177	49	-1	-1	-1	-1	-1	-1	-1	184	-1	-1	-1	-1	-1	-1	-1	79	17	-1	92	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	74	136	-1	144	-1	103	-1	104	-1	-1	-1	-1	-1	114	-1	107	-1	-1	-1	42	116	-1	14	16	-1	-1	-1	-1	-1	-1	73	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	143	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	139	-1	-1	-1	52	26	-1	-1	27	172	50	-1	-1	140	-1
20	121	34	19	-1	99	82	20	-1	-1	62	9	-1	-1	-1	102	7	-1	-1	-1	147	-1	105	-1	44	185	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	80	-1	144	-1	-1	-1	4	-1	-1	-1	6	5	-1	-1	-1	-1	-1	-1	-1	13	54	-1	-1	33	188	-1	-1	11	155	194	113	127	-1	-1	-1	197	124	-1	-1	-1	-1	-1	76	-1	-1	-1	57	-1	-1	-1	-1	45	149	87	-1	-1	-1	-1	-1	-1	-1	164	-1	-1	-1	-1	-1	-1	-1	131	-1	-1	-1	56	-1	-1	-1	-1	-1	-1	-1	-1	119	-1	14	-1	-1	16	-1	117	109	61	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	193	-1	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	36	-1	-1	-1	-1	28	-1	-1	-1	-1	-1	-1	52	-1	-1	63	182	-1	-1	-1	-1	-1	125	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	75	-1	-1	106	85	-1	-1	-1	69	-1
21	154	-1	-1	68	92	99	-1	-1	-1	-1	21	-1	-1	-1	-1	191	-1	-1	-1	36	42	11	185	60	86	-1	-1	80	39	-1	-1	-1	104	156	26	-1	-1	117	-1	126	-1	199	-1	-1	-1	-1	84	70	24	-1	17	-1	-1	-1	-1	15	48	152	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	29	-1	179	-1	195	-1	33	-1	-1	-1	-1	-1	-1	-1	172	-1	61	-1	-1	25	23	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	93	-1	-1	-1	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	52	66	-1	-1	134	-1	-1	175	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	27	-1	62	-1	-1	-1	13	-1	-1	138	-1	-1	-1	-1	164	-1	-1	-1	-1	-1	-1	-1	159	-1
22	122	-1	185	-1	-1	69	-1	-1	-1	-1	-1	-1	-1	-1	-1	88	-1	-1	-1	-1	-1	5	-1	29	-1	-1	-1	-1	71	-1	-1	-1	22	40	-1	-1	-1	4	-1	-1	-1	-1	-1	126	-1	-1	125	114	-1	-1	-1	-1	-1	-1	-1	-1	39	170	-1	-1	78	26	-1	-1	60	-1	-1	-1	46	58	-1	-1	-1	141	-1	48	-1	-1	-1	27	-1	-1	-1	95	13	-1	-1	-1	17	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	162	-1	-1	-1	-1	-1	75	-1	89	-1	-1	19	136	-1	-1	-1	-1	181	-1	102	-1	-1	-1	-1	41	-1	-1	-1	-1	-1	-1	86	-1	-1	-1	-1	-1	-1	-1	-1	67	130	144	-1	-1	-1	49	82	-1	14	-1	106	-1	183	98	-1	-1	-1	-1	-1	-1	-1	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	79	-1	-1	87	-1	-1	51	-1	24	-1	-1	-1	152	-1	-1	-1	0	-1
