Gene	TP53	PIK3CA	MYC	CCND1	ERBB2	PIK3R1	MAX	ITIH1	RB1	CDH1	EGFR	MCL1	MYST1	NLRC4	BRCA1	CTNNB1	PTEN	TYRP1	RNASEN	ERBB3	FOXA1	ATXN1	CDKN1B	APC	VAV2	GCN1L1	VCAN	TERT	SP1	SUPT6H	E2F1	ANKS1B	CRK	AKT1	MYB	ATM	IKBKB	CDC42	ONECUT1	CTNNA1	IREB2	MAPK14	CCNE1	ABL1	AGAP2	PDGFRB	SMAD4	RHOA	SETDB1	PRDM1	AR	MAP3K1	IGF1R	TTN	HDAC1	ESR1	GRB2	SMAD3	SOS1	MTOR	TNIK	PLCG1	GATA3	NCOR1	FYN	ITGB4	MACF1	TAF4B	SMAD2	RAC1	ERBB4	JAK1	ITGB3	SRC	NRXN1	MAPK6	NFKB1	RELN	MET	CACNA1A	MYO16	TRRAP	TNS3	DISC1	NFYC	CHD3	JUN	ITGA6	NCK1	RIF1	PAK1	JAK2	OMA1	NRCAM	IRS4	RANBP2	SIPA1L1	COL18A1	ITGB2	MAGI3	INTS4	PMS2	APOB	HSPA12A	PTPN12	HUWE1	DAB1	ITGAM	CDKN1A	PDZD2	SMAD9	CDC5L	SYNE1	MLL3	SETD7	CHGB	HGS	EPB41L1	ATN1	DST	MAP2K4	ESR2	TSC22D1	NOTCH1	TK1	DLG1	CREBBP	PTPRB	STAT3	ATXN7	PPP1CA	DSCAML1	TAF1	TSC2	HTT	NEB	PLXNB3	LPA	BCAR1	BARD1	PTPRJ	USP7	CDKN2A	UBQLN4	TBC1D4	GRIN2B	JAK3	AKAP13	TLN1	TRAF6	UBE2I	CELSR3	GFI1B	LRP1	ATR	PLK3	DMD	STAT6	CRMP1	WNK1	SPEN	KDR	MAGI2	PTPRG	ITGAV	MRE11A	ITGB1	BCAR3	CTNND1	SMAD5	SF3B1	LYN	SKIL	NBN	DNTT	ZFP36L1	PPARG	ABL2	CREB1	SYNGAP1	GSK3B	PRKDC	REL	NOTCH3	ZHX1	ATF7IP	AXIN1	GRIN2A	MEGF8	SIN3A	GOLGA2	TRIM28	TGFA	EGF	ARNT	RANBP10	PLXND1	NEDD9	PRPF40A	TOPBP1
TCGA-A2-A0D1-01	1	1	1		1																																1																																																																																																																																																																			
TCGA-C8-A278-01	1	1	1		1																																1																																																																																																																																																																			
TCGA-BH-A1FE-01	1	1	1		1																																																																																																																																																1																																																			
TCGA-E2-A14Y-01	1	1	1		1																																																																																																																																																																																																			
TCGA-E2-A2P5-01	1	1	1							1											1																																																																																													1																																																																									1				1									
TCGA-A2-A04T-01	1	1	1									1											1					1																																																																																												1																																																						1																										
TCGA-B6-A0IK-01	1	1	1																	1																																																	1																																																																															1																																																				
TCGA-A8-A092-01	1	1	1																				1														1																																																																																																																																																														1					
TCGA-C8-A131-01	1	1	1																									1		1																																																																																																																																																																										
TCGA-A2-A0YH-01	1	1	1																																		1																	1																							1																																				1																																																			1																																				
TCGA-A2-A0CW-01	1	1	1																																								1																																																																																																																																																													
TCGA-BH-A0GY-01	1	1	1																																																			1																																																																			1															1																																																																
TCGA-A8-A08R-01	1	1	1																																																													1																																																	1																														1																																									1																
TCGA-A8-A075-01	1	1	1																																																																													1																																																																																											1																													
TCGA-B6-A0IE-01	1	1	1																																																																																																																																																																																																					
TCGA-C8-A12L-01	1	1		1	1										1																																		1																																																																																																																																																							
TCGA-AO-A03L-01	1	1		1	1																																																1																																																														1													1																																																																								
TCGA-A8-A06U-01	1	1		1	1																																																	1																																																																																									1																																																									
TCGA-C8-A26W-01	1	1		1	1																																																	1																																																																																																																																																		
TCGA-BH-A0DL-01	1	1		1					1																																													1																																																																																									1																																																									
TCGA-AC-A3OD-01	1	1		1						1																																																																																											1																																																																																			1																
TCGA-A2-A0EQ-01	1	1		1																																																																																												1					1																	1																																																																																		
TCGA-BH-A0BC-01	1	1		1																																																																																																	1																																																																																																			
TCGA-A8-A081-01	1	1		1																																																																																																																																						1																											1																																			
TCGA-E9-A1N5-01	1	1		1																																																																																																																																																									1																																											
TCGA-C8-A1HF-01	1	1			1				1																																																																																																																																	1																																																														
TCGA-C8-A12T-01	1	1			1										1					1																																															1																																																																					1																											1																																					
TCGA-AC-A23C-01	1	1			1												1																																															1																																																																																	1				1																																																			
TCGA-E2-A15E-01	1	1			1																																1																																																																																																																																																																			
TCGA-B6-A0RH-01	1	1			1																																									1																																																																											1																																																																															
TCGA-A2-A0EY-01	1	1			1																																																	1																																								1																																										1																									1																																							
TCGA-OL-A5D6-01	1	1			1																																																	1																																																																																		1																																																																
TCGA-A2-A04W-01	1	1			1																																																																																																																																		1														1						1																							1																						
TCGA-A1-A0SI-01	1	1							1						1																				1																																																																						1								1	1																																											1																																											
TCGA-AR-A24T-01	1	1								1		1																																																																																																																																																																																												
TCGA-PE-A5DE-01	1	1								1					1								1																						1									1																																																		1									1		1																																	1																1													1											1												
TCGA-GM-A2DD-01	1	1								1																																																																																																																																																																																														
TCGA-D8-A1JF-01	1	1									1																																																																																																																																																																																													
TCGA-AO-A03N-01	1	1															1																																		1																																																																																																																																																					
TCGA-A7-A0CJ-01	1	1															1																																					1																																																																																																																																																		
TCGA-D8-A1JK-01	1	1																						1				1																										1										1																																																																	1														1																																																									
TCGA-A8-A06Q-01	1	1																														1					1												1																																																																																																				1																1																																			
TCGA-BH-A18H-01	1	1																																			1																1																																																																																																								1				1																																							
TCGA-D8-A1JJ-01	1	1																																			1																										1	1			1																				1																																							1																																																																										
TCGA-AR-A24S-01	1	1																																			1																																									1																																				1																																																																						1																
TCGA-D8-A1JG-01	1	1																																									1											1																																																																																																																																																1	1	
TCGA-EW-A1PC-01	1	1																																									1																																																															1																																																																																		1												
TCGA-AR-A1AS-01	1	1																																																				1																																																																			1																																																																															
TCGA-BH-A5J0-01	1	1																																																				1																																																																																																																																																		
TCGA-BH-A203-01	1	1																																																				1																																																																																																																																																		
TCGA-E2-A1IN-01	1	1																																																										1																										1																																																																					1																																													
TCGA-AR-A24K-01	1	1																																																																													1																																																																																																																			1						
TCGA-AC-A5EH-01	1	1																																																																															1																																1	1																													1																																																									
TCGA-BH-A208-01	1	1																																																																															1																																																																																																																							
TCGA-BH-A0B0-01	1	1																																																																																																								1																							1																																																																							
TCGA-D8-A1XL-01	1	1																																																																																																									1																																																																																													
TCGA-GM-A2DI-01	1	1																																																																																																																																					1																																																																	
TCGA-BH-A0BT-01	1	1																																																																																																																																																																																																				1		
TCGA-E2-A1IO-01	1	1																																																																																																																																																																																																						
TCGA-B6-A401-01	1	1																																																																																																																																																																																																						
TCGA-GM-A2DH-01	1	1																																																																																																																																																																																																						
TCGA-AR-A1AW-01	1	1																																																																																																																																																																																																						
TCGA-D8-A27N-01	1		1	1	1																																						1																																																																																																																																																													
TCGA-A8-A097-01	1		1	1	1																																																	1																																								1																																		1																																																																								
TCGA-C8-A138-01	1		1	1	1																																																										1																																																																									1																																																																
TCGA-BH-A18V-01	1		1	1								1																																																																																											1																					1																			1																																																									
TCGA-BH-A18T-01	1		1	1													1				1																						1											1																																															1		1		1																																																																																															
TCGA-B6-A0X1-01	1		1	1													1											1																																																																									1																																																																																							1												
TCGA-A8-A079-01	1		1	1																												1																															1																	1																					1																																																																																																			
TCGA-E9-A1N9-01	1		1	1																																	1															1	1														1																																																																							1																																														1																
TCGA-AN-A0AS-01	1		1	1																																	1															1		1																																															1																																1																																																												1							
TCGA-AR-A0U3-01	1		1	1																																	1																																																																																																																																																																			
TCGA-AR-A0U2-01	1		1	1																																																		1									1																																																			1																																																																																						
TCGA-BH-A0HX-01	1		1	1																																																															1																																																																																																																																					
TCGA-E2-A150-01	1		1	1																																																																			1																																																																																																																																	
TCGA-AC-A5XU-01	1		1	1																																																																																																																																																																																									1											
TCGA-AO-A03O-01	1		1	1																																																																																																																																																																																										1										
TCGA-C8-A1HG-01	1		1	1																																																																																																																																																																																																				
TCGA-C8-A12Z-01	1		1		1	1						1																																																																																																																																																																												1																
TCGA-BH-A0BW-01	1		1		1				1			1			1		1																										1											1																																																												1																													1																	1																																								
TCGA-D8-A1XJ-01	1		1		1				1			1															1																																																											1																																																																																														1																				
TCGA-C8-A275-01	1		1		1				1																																																																																																			1																																																	1																																											
TCGA-A7-A13D-01	1		1		1							1			1													1															1																								1																																																																																					1																														1																		
TCGA-C8-A12P-01	1		1		1							1															1																																																																																																																										1					1																																														
TCGA-B6-A1KN-01	1		1		1							1																									1																																																																																																												1									1																												1																		
TCGA-AO-A0JL-01	1		1		1										1																						1						1																																															1																																																																																																														
TCGA-BH-A1FU-01	1		1		1										1																						1																																																																																																																																																																			
TCGA-A7-A2KD-01	1		1		1										1																																																																																																																																																																									1																
TCGA-E2-A1B0-01	1		1		1																							1									1																																																																																																			1																		1																																														
TCGA-BH-A0B7-01	1		1		1																							1																																																																																																																																																																												
TCGA-C8-A27A-01	1		1		1																																1																1																																																1																																																																																																			
TCGA-BH-A18U-01	1		1		1																																			1																						1																																																																																																								1																																		
TCGA-BH-A1F2-01	1		1		1																																																	1																																																																																																																																																		
TCGA-E2-A1LE-01	1		1		1																																																																				1																																																			1																																																																												
TCGA-A8-A08X-01	1		1		1																																																																																																																							1																																																																												
TCGA-BH-A1FD-01	1		1			1																															1																	1																																																																																																																																																		
TCGA-AR-A256-01	1		1					1				1																				1																													1																1																																																																																																																											
TCGA-LL-A5YP-01	1		1						1			1			1		1											1									1																1																													1										1														1																																																																																		1												
TCGA-BH-A0B3-01	1		1						1			1					1					1						1															1	1																																																																																																																	1																																											
TCGA-AQ-A04J-01	1		1						1			1					1						1																																																																																																																																																																																	
TCGA-D8-A147-01	1		1						1			1					1																										1											1																																																																																1																																																																		
TCGA-BH-A1FN-01	1		1						1			1					1																																					1													1																																																																																										1																																											
TCGA-AN-A0FX-01	1		1						1			1								1																																																																																																																																1																																																				
TCGA-A2-A3Y0-01	1		1						1								1																																			1		1																																																																					1																1										1					1																																														
TCGA-AR-A1AY-01	1		1						1								1																																																																																																																																																																																							
TCGA-AR-A251-01	1		1						1														1			1																	1																					1																																																																																																																																								
TCGA-OL-A5RW-01	1		1						1																											1																	1																																																																									1																																																													1													
TCGA-E2-A1LG-01	1		1						1																												1																																																																													1																																																																1						1																
TCGA-BH-A18Q-01	1		1						1																																																																																																																																																																																															
TCGA-A2-A04U-01	1		1									1			1								1																														1																																																																																										1																																									1																
TCGA-AQ-A54N-01	1		1									1					1						1																																												1								1																										1																																																																																			1																
TCGA-GM-A3XL-01	1		1									1					1											1	1																																																																																															1																												1																																																
TCGA-B6-A0IJ-01	1		1									1							1																																			1																																																												1																													1																																									1				1												
TCGA-A8-A07R-01	1		1									1															1																								1		1	1																							1				1											1															1							1																																															1		1																																					
TCGA-A2-A0D0-01	1		1									1																1																																																																																																																																																																												
TCGA-A7-A0DA-01	1		1									1																		1																																																																																																																		1																																																								
TCGA-AO-A129-01	1		1									1																								1																																																																																																																																																																				
TCGA-OL-A66I-01	1		1									1																									1						1																																																																																	1																																																																												
TCGA-A7-A4SE-01	1		1									1																															1										1																																																																																																																																			1																
TCGA-OL-A5D7-01	1		1									1																															1											1																																																																																																																																																		
TCGA-A2-A0CM-01	1		1									1																															1																																																																																																																																																													
TCGA-E2-A14R-01	1		1									1																																																																																						1	1		1																							1												1																																																																
TCGA-B6-A409-01	1		1									1																																																																																																																																																																																												
TCGA-D8-A27M-01	1		1												1																						1						1											1																											1																																																								1																																																															
TCGA-E2-A1L7-01	1		1												1																																						1																																																																											1																				1																																																				
TCGA-BH-A0WA-01	1		1												1																																																																																									1																																																																																			1													
TCGA-BH-A0C0-01	1		1												1																																																																																																																																	1																																																								
TCGA-AR-A0U1-01	1		1														1											1																									1																																																																																																																																			1														1		
TCGA-C8-A134-01	1		1														1															1																																																																																																																																																																								
TCGA-A7-A26G-01	1		1														1																																																																			1																																																																																																																				
TCGA-B6-A0RU-01	1		1														1																																																																																																																																																																																							
TCGA-E2-A14N-01	1		1														1																																																																																																																																																																																							
TCGA-A8-A07O-01	1		1																			1														1																																																																																																																																																																				
TCGA-AN-A0FJ-01	1		1																				1						1																									1	1																																																																	1																																																														1																		
TCGA-E2-A1II-01	1		1																				1																																							1																																												1																																																																																														
TCGA-C8-A12K-01	1		1																					1																																																																																																																																																																																
TCGA-AN-A0XN-01	1		1																									1									1																														1																																														1			1																	1											1																		1					1																																	
TCGA-B6-A3ZX-01	1		1																									1																					1																																																																																																																																																							
TCGA-BH-A1EY-01	1		1																									1																																												1																										1																1							1																																																																															
TCGA-C8-A27B-01	1		1																											1																																																																												1																																																																																														
TCGA-AR-A0TS-01	1		1																													1																																																																																																																																																																								
TCGA-AN-A0FL-01	1		1																																				1															1																																														1																																																																											1															1										
TCGA-E2-A158-01	1		1																																																		1	1																																																																																									1																																																									
TCGA-EW-A3U0-01	1		1																																																		1																																																			1																																																																																																
TCGA-AO-A0JB-01	1		1																																																		1																																																																			1																																																																																
TCGA-E9-A5FL-01	1		1																																																			1																																																																																	1								1																																															1										
TCGA-BH-A0BG-01	1		1																																																			1																																																																																									1																																																									
TCGA-E9-A1RH-01	1		1																																																			1																																																																																																																																																1		
TCGA-E2-A1LH-01	1		1																																																																										1																																																																								1																																																			
TCGA-D8-A27F-01	1		1																																																																											1																												1																																																																																														
TCGA-E2-A108-01	1		1																																																																																																																			1																																																																																		
TCGA-D8-A1XW-01	1		1																																																																																																																																										1																																																											
TCGA-D8-A1XZ-01	1		1																																																																																																																																															1																																																						
TCGA-B6-A402-01	1		1																																																																																																																																																																																					1																
TCGA-AC-A2QH-01	1		1																																																																																																																																																																																																					
TCGA-C8-A1HK-01	1			1	1				1																																																																																																																																																																																															
TCGA-C8-A12Q-01	1			1	1							1																																					1																																																				1																																																																																																			
TCGA-B6-A0I9-01	1			1	1							1																																						1				1									1																																						1																																																																							1																												
TCGA-AQ-A04H-01	1			1	1													1																																																																																																																																																																																						
TCGA-BH-A0DZ-01	1			1	1																																															1								1																		1							1												1																1																				1																																																											1								
TCGA-BH-A0C3-01	1			1								1																																									1																																																1																																																																																																			
TCGA-BH-A0BP-01	1			1										1														1																									1	1																										1						1																																																																																																																		
TCGA-C8-A1HM-01	1			1													1									1																												1																																		1															1														1																																					1			1												1																															1
TCGA-AO-A0JD-01	1			1													1															1																																		1																1																																																																		1																																																				
TCGA-BH-A0BR-01	1			1																								1															1																																																										1																																																																																																			
TCGA-C8-A12O-01	1			1																																	1																																																																																																																																																																			
