Gene	TP53	ATM	EGFR	APC	CTNNB1	VCAN	NFYC	STK11	SIK1	ERBB2	MET	TFDP1	SMAD4	SMARCA4	MAX	USP7	CDC42	TTC5	BRCA1	CASP1	LAMA4	CASP3	HGF	APAF1	MDM2	SH2D1A	BCL2L1	MYC	CSE1L	BARD1	ATF2	MACF1	CHD3	PRKDC	GRB2	DST	RB1	BCL6	RAC1	MLH1	E2F1	SP1	SERPINB5	RIF1	ZHX1	PIK3CA	MAPK14	ATR	NGFR	ATF7IP	JUN	XRCC6	NLRC4	TRIAP1	NRXN1	DYRK2	TRRAP	KAT2B	PMS2	SKIL	GSK3B	NAV3	PPP1CA	HIF1A	ANXA7	PAK1	PRMT5	ANKS1B	TSC2	CDK4	NFYB	BAX	SETDB1	XRCC5	HTT	RBBP8	CASP10	IGFBP3	PPP1R13L	KRAS	MMP2	UBE2I	PTEN	PTPRB	MYO16	ESR2	ANXA3	ERBB3	ERBB4	PTPRC	SMYD2	DVL2	MTOR	CASP6	BMP1	CEBPZ	PRKAB1	DUSP5	IRS4	SORT1
Rank	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0
GeneName	TP53	ATM	EGFR	APC	CTNNB1	VCAN	NFYC	STK11	SIK1	ERBB2	MET	TFDP1	SMAD4	SMARCA4	MAX	USP7	CDC42	TTC5	BRCA1	CASP1	LAMA4	CASP3	HGF	APAF1	MDM2	SH2D1A	BCL2L1	MYC	CSE1L	BARD1	ATF2	MACF1	CHD3	PRKDC	GRB2	DST	RB1	BCL6	RAC1	MLH1	E2F1	SP1	SERPINB5	RIF1	ZHX1	PIK3CA	MAPK14	ATR	NGFR	ATF7IP	JUN	XRCC6	NLRC4	TRIAP1	NRXN1	DYRK2	TRRAP	KAT2B	PMS2	SKIL	GSK3B	NAV3	PPP1CA	HIF1A	ANXA7	PAK1	PRMT5	ANKS1B	TSC2	CDK4	NFYB	BAX	SETDB1	XRCC5	HTT	RBBP8	CASP10	IGFBP3	PPP1R13L	KRAS	MMP2	UBE2I	PTEN	PTPRB	MYO16	ESR2	ANXA3	ERBB3	ERBB4	PTPRC	SMYD2	DVL2	MTOR	CASP6	BMP1	CEBPZ	PRKAB1	DUSP5	IRS4	SORT1
TCGA-17-Z010-01											1	1											1																									1																																1									1											
TCGA-55-6982-01											1												1									1																					1						1											1																														
TCGA-75-5122-01											1																					1																							1															1																														
TCGA-J2-A4AE-01											1																										1		1																							1																																						
TCGA-93-7348-01											1																																			1																																																						
TCGA-75-6205-01											1																																						1				1																																											1				
TCGA-50-6597-01											1																																																											1																														
TCGA-49-6745-01											1																																																											1																														
TCGA-05-4403-01											1																																																																					1																				
TCGA-62-A46O-01												1	1									1																																																						1																								
TCGA-86-8281-01												1		1							1											1																																		1																																		
TCGA-05-4397-01												1																	1									1																						1																																								
TCGA-67-3771-01												1																										1																						1																																								
TCGA-44-2655-01												1																																																								1																																
TCGA-MN-A4N4-01												1																																																										1																														
TCGA-78-8662-01												1																																																																																								
TCGA-55-8506-01												1																																																																																								
TCGA-49-AAR0-01													1																																																									1																														
TCGA-97-7941-01													1																																																																			1																				
TCGA-55-8091-01													1																																																																																							
TCGA-62-8397-01													1																																																																																							
TCGA-05-5429-01													1																																																																																							
TCGA-80-5611-01														1					1																									1																																					1																			
TCGA-86-8674-01														1							1											1																		1																														1											1									
TCGA-50-5936-01														1													1																																																																									
TCGA-49-6742-01														1																1				1																																																																		
TCGA-05-5420-01														1																			1																																																																			
TCGA-MP-A4SY-01														1																																1																																		1																				
TCGA-17-Z018-01														1																																									1																																			1									1	
TCGA-17-Z000-01														1																																																1																																						
TCGA-64-1680-01														1																																																																																						
TCGA-55-6543-01														1																																																																																						
TCGA-44-7659-01															1																																																																	1													1							
TCGA-J2-A4AG-01															1																																																																	1																				
TCGA-73-4658-01																1																	1	1																									1																								1												1					
TCGA-91-7771-01																	1														1													1																					1																								1											
TCGA-64-5815-01																		1																																																														1																				
TCGA-55-6972-01																			1										1																																	1																																						
TCGA-55-7281-01																			1																	1											1																															1		1																				
TCGA-95-7948-01																				1														1												1									1																																													
TCGA-75-7027-01																					1																																		1																									1				1																1
TCGA-44-7672-01																						1																																	1					1										1						1				1					1															
TCGA-NJ-A7XG-01																						1																																																																														
TCGA-50-5930-01																						1																																																																														
TCGA-55-6986-01																								1																										1				1																	1																													
TCGA-75-6203-01																								1																														1																	1																													
TCGA-49-6744-01																								1																																						1				1																																		
TCGA-97-7546-01																									1						1																																																																				1	
TCGA-91-6828-01																											1					1					1													1							1																							1					1															
TCGA-49-AARE-01																											1																																											1																														
TCGA-05-4424-01																											1																																																																									
TCGA-38-4631-01																											1																																																																									
TCGA-55-7995-01																											1																																																																									
TCGA-55-8512-01																													1							1																																												1																				
TCGA-44-7670-01																													1									1																1																						1																								
TCGA-44-2665-01																															1	1																																																																				
TCGA-55-6987-01																																1		1																							1					1																																						
TCGA-73-4662-01																																1							1																																					1				1								1												
TCGA-69-7764-01																																1																																																																				
TCGA-93-A4JQ-01																																	1																																			1																																
TCGA-05-4250-01																																		1							1																											1												1																				
TCGA-17-Z004-01																																		1																																																																		
TCGA-78-7162-01																																			1																																																							1										
TCGA-73-4668-01																																				1								1											1					1		1																																						
TCGA-38-4626-01																																				1									1																								1											1																				
TCGA-86-7714-01																																				1										1																																																						
TCGA-50-7109-01																																				1																										1																																						
TCGA-44-3398-01																																				1																																															1										1						1	
TCGA-17-Z051-01																																					1							1																																																							1	
TCGA-55-7284-01																																						1																						1																				1																				
TCGA-64-5781-01																																						1																						1																																								
TCGA-55-A4DF-01																																						1																						1																																								
TCGA-91-8497-01																																						1																																										1																				
TCGA-MP-A4TJ-01																																						1																																																														
TCGA-91-6829-01																																							1																					1																																								
TCGA-55-8090-01																																							1																																									1																				
TCGA-86-8358-01																																							1																																																													
TCGA-05-4382-01																																							1																																																													
TCGA-55-A494-01																																											1																																					1																	1			
TCGA-86-8278-01																																											1																																																									
TCGA-05-4249-01																																														1			1						1																									1																				
TCGA-17-Z060-01																																																1																																1																				
TCGA-NJ-A4YI-01																																																		1					1																									1				1																
TCGA-50-5935-01																																																		1																																			1						1									
TCGA-44-2656-01																																																		1																																																		
TCGA-50-6590-01																																																		1																																																		
TCGA-50-8459-01																																																							1																									1					1				1											
TCGA-97-A4M2-01																																																							1																																													
TCGA-17-Z041-01																																																								1																																												
TCGA-50-5055-01																																																												1										1																														
TCGA-55-8507-01																																																												1																																								
TCGA-MP-A4T7-01																																																														1																		1																				
TCGA-67-3773-01																																																														1																		1																				
TCGA-97-8174-01																																																														1																											1											
TCGA-97-7552-01																																																														1																																						
TCGA-MP-A5C7-01																																																																1																																				
TCGA-91-6830-01																																																																		1																																		
TCGA-93-7347-01																																																																				1												1																				
TCGA-55-7728-01																																																																						1						1				1									1											
TCGA-49-AAQV-01																																																																						1																														
TCGA-55-7907-01																																																																						1																														
TCGA-MP-A4T2-01																																																																									1																											
TCGA-NJ-A4YG-01																																																																										1						1																				
TCGA-97-A4M5-01																																																																											1					1																				
TCGA-44-6146-01																																																																												1				1																				
TCGA-05-5425-01																																																																												1																								
TCGA-69-7979-01																																																																												1																								
TCGA-86-8073-01																																																																												1																								
TCGA-69-8453-01																																																																												1																								
TCGA-50-5051-01																																																																																1					1															
TCGA-05-4418-01																																																																																1							1													
TCGA-75-7030-01																																																																																1																				
TCGA-86-8076-01																																																																																1																				
TCGA-69-8254-01																																																																																1																				
TCGA-55-6984-01																																																																																1																				
TCGA-MP-A4T8-01																																																																																1																				
TCGA-97-7547-01																																																																																										1										
TCGA-50-5942-01																																																																																										1										
TCGA-49-4512-01																																																																																																1				
TCGA-NJ-A4YF-01																																																																																																				
TCGA-17-Z025-01																																																																																																				
TCGA-44-8119-01																																																																																																				
TCGA-44-3917-01																																																																																																				
TCGA-78-7633-01																																																																																																				
TCGA-67-6216-01																																																																																																				
TCGA-NJ-A55A-01																																																																																																				
TCGA-86-8669-01																																																																																																				
TCGA-69-7978-01																																																																																																				
TCGA-55-6978-01																																																																																																				
TCGA-49-AARQ-01																																																																																																				
TCGA-NJ-A4YQ-01																																																																																																				
TCGA-44-6148-01																																																																																																				
TCGA-53-7624-01																																																																																																				
TCGA-05-4432-01																																																																																																				
TCGA-L4-A4E6-01																																																			
