SubnetworkSize	TruePositives	FalsePositives	PPV(%)	genes
102	15	38	29	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,MEGF10,HGF,PAK1,DAB1,GRB2,RANBP10
103	15	38	29	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,MEGF10,HGF,PAK1,DAB1,GRB2,RANBP10
104	15	39	29	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MEGF10,HGF,PAK1,DAB1,GRB2,RANBP10
105	16	39	30	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MEGF10,HGF,PAK1,DAB1,GRB2,RANBP10
106	16	40	29	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MEGF10,HGF,PAK1,DAB1,GRB2,RANBP10,GRIN2A
107	16	42	28	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MEGF10,HGF,PAK1,DAB1,GRB2,RANBP10,GRIN2A,SMAD5,CRK
108	16	42	28	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MEGF10,HGF,PAK1,DAB1,GRB2,RANBP10,GRIN2A,SMAD5,CRK
109	16	42	28	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MEGF10,HGF,PAK1,DAB1,GRB2,RANBP10,GRIN2A,SMAD5,CRK
110	16	44	27	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,APOB,MEGF10,HGF,PAK1,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,CRK
111	16	44	27	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,APOB,MEGF10,HGF,PAK1,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,CRK
112	16	44	27	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,APOB,MEGF10,HGF,PAK1,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,CRK
113	16	44	27	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,APOB,MEGF10,HGF,PAK1,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,CRK
114	16	44	27	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,APOB,MEGF10,HGF,PAK1,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,CRK
115	16	45	27	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,APOB,MEGF10,HGF,PAK1,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,SOS1,CRK
116	16	46	26	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,APOB,MEGF10,HGF,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,SOS1,CRK
117	16	46	26	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,APOB,MEGF10,HGF,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,SOS1,CRK
118	16	46	26	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,APOB,MEGF10,HGF,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,SOS1,CRK
119	16	46	26	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,APOB,MEGF10,HGF,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,SOS1,CRK
120	16	49	25	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MAP2,APOB,MEGF10,HGF,RNASEN,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,RYR2,SOS1,CRK
121	16	50	25	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MAP2,APOB,MEGF10,HGF,RNASEN,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,RYR2,SOS1,CRK,NCK1
122	17	50	26	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,CDKN2A,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MAP2,APOB,MEGF10,HGF,RNASEN,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,RYR2,SOS1,CRK,NCK1
123	17	50	26	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,CDKN2A,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MAP2,APOB,MEGF10,HGF,RNASEN,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,RYR2,SOS1,CRK,NCK1
124	17	50	26	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,CDKN2A,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MAP2,APOB,MEGF10,HGF,RNASEN,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,RYR2,SOS1,CRK,NCK1
125	17	50	26	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,CDKN2A,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MAP2,APOB,MEGF10,HGF,RNASEN,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,RYR2,SOS1,CRK,NCK1
126	17	51	26	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,CDKN2A,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MAP2,APOB,MEGF10,HGF,RNASEN,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,RYR2,SOS1,CRK,SMAD9,NCK1
127	17	52	25	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,CDKN2A,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MAP2,APOB,MEGF10,HGF,RNASEN,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,FLT4,RYR2,SOS1,CRK,SMAD9,NCK1
128	17	52	25	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,CDKN2A,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MAP2,APOB,MEGF10,HGF,RNASEN,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,FLT4,RYR2,SOS1,CRK,SMAD9,NCK1
129	17	52	25	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ATM,PTPRC,CDKN2A,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MAP2,APOB,MEGF10,HGF,RNASEN,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,FLT4,RYR2,SOS1,CRK,SMAD9,NCK1
130	18	53	26	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ABL1,ATM,PTPRC,CDKN2A,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MAP2,APOB,MEGF10,HGF,RNASEN,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,FLT4,RYR2,SOS1,CRK,SMAD9,NCK1,RHOA
131	18	53	26	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ABL1,ATM,PTPRC,CDKN2A,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MAP2,APOB,MEGF10,HGF,RNASEN,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,FLT4,RYR2,SOS1,CRK,SMAD9,NCK1,RHOA
132	18	53	26	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ABL1,ATM,PTPRC,CDKN2A,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MAP2,APOB,MEGF10,HGF,RNASEN,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,FLT4,RYR2,SOS1,CRK,SMAD9,NCK1,RHOA
133	18	54	26	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ABL1,ATM,PTPRC,CDKN2A,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MAP2,APOB,MEGF10,HGF,RNASEN,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,FLT4,RYR2,SOS1,PLXNB3,CRK,SMAD9,NCK1,RHOA
134	18	55	25	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ABL1,ATM,PTPRC,CDKN2A,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MAP2,APOB,MEGF10,HGF,RNASEN,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,FLT4,RYR2,SOS1,NRCAM,PLXNB3,CRK,SMAD9,NCK1,RHOA
135	18	55	25	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ABL1,ATM,PTPRC,CDKN2A,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MAP2,APOB,MEGF10,HGF,RNASEN,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,FLT4,RYR2,SOS1,NRCAM,PLXNB3,CRK,SMAD9,NCK1,RHOA
136	18	55	25	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ABL1,ATM,PTPRC,CDKN2A,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MAP2,APOB,MEGF10,HGF,RNASEN,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,FLT4,RYR2,SOS1,NRCAM,PLXNB3,CRK,SMAD9,NCK1,RHOA
137	18	55	25	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ABL1,ATM,PTPRC,CDKN2A,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MAP2,APOB,MEGF10,HGF,RNASEN,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,FLT4,RYR2,SOS1,NRCAM,PLXNB3,CRK,SMAD9,NCK1,RHOA
138	18	55	25	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ABL1,ATM,PTPRC,CDKN2A,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MAP2,APOB,MEGF10,HGF,RNASEN,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,FLT4,RYR2,SOS1,NRCAM,PLXNB3,CRK,SMAD9,NCK1,RHOA
139	18	55	25	TP53,EGFR,ERBB2,APC,CTNNB1,PMS2,STK11,KRAS,SMAD4,KDR,PTPRB,PIK3CA,RB1,MET,ABL1,ATM,PTPRC,CDKN2A,NRXN1,MACF1,MYO16,SIPA1L1,VCAN,NLRC4,PDZD2,SMYD2,ERBB4,ATXN1,VAV2,ERBB3,CACNA1A,GRIN2B,FYN,USP7,NAV3,ATF2,RELN,BDKRB2,IRS4,ANKS1B,TTN,LIF,ATF7IP,SCN3B,CNTNAP2,DST,CX3CL1,MEOX2,ATN1,RFWD2,ITGAM,MAP2,APOB,MEGF10,HGF,RNASEN,PAK1,NEB,DAB1,CNTNAP4,GRB2,RANBP10,GRIN2A,SMAD5,FLT4,RYR2,SOS1,NRCAM,PLXNB3,CRK,SMAD9,NCK1,RHOA
