Gene	TP53	PIK3CA	MACF1	NRXN1	CTNNB1	APC	MYO16	VAV2	DDX5	ERBB2	RNASEN	RB1	TTN	MYST1	TP53INP1	SIPA1L1	ERBB3	NLRC4	VCAN	CDKN1A	RHOA	CX3CL1	PMS2	PDZD2	ATXN1	DGCR8	DDB2	FOXA1	EGFR	NRCAM	BRD2	SMAD9	ATM	SETD7	CREBBP	CACNA1A	PPM1J	PIK3R1	RBP2	PPP1CA	TNIK	ATF7IP	SESN1	MET	DST	HSPA12A	ABL1	SKIL	MAGI3	FGFR3	SOS1	CDH1	BRCA1	SRC	CELSR3	SYNE1	CDC42	BARD1	MEGF10	CNTNAP2	CNTNAP4	ATN1	SP1	CTNND1	DSCAML1	ESR1	RANBP2	PLXND1	CHD3	FYN	KDR	GSK3B	ITGAM	CHGB	TMCO7	PLXNB3	ITGB2	CTNNA1	RAC1	HGF	EGF	PLCG1	KDM6A	ANXA7	WNK1	USP7	CEP63	EP300	EXOC1	MAGI2	TNS3	LRP1	APOB	TXK	ERBB4	TP63	NEB	DTNBP1	SMAD4	SETDB1	MEOX2	ITGB3	JUN	ITGAV	DISC1	OBSCN	TPR	CDH2	ITIH1	MYC	SPTBN1	PDGFRB	PPARG	HSP90AA1	PLEKHA7	HRAS	CREB3	MLL2	PLCL2	KIAA1377	TRRAP	PDE4DIP	ATR	GOLGA2	PLEKHA5	PRDM1	GRB2	RELN	RIF1	YWHAZ	SPTAN1	SMARCA4	STAT1	PTPRB	MAX	PTPRG	ITGB4	EPHA2	HIF1A	RXRA	MTOR	SMAD3	ESR2	CRK	NOTCH1	NCOR2	HTT	SCAPER	PTPRJ	AXIN2	PTPRC	LAMA4	ARNT	CDC5L	RANBP10	SYNGAP1	EEF1A1	KAT5	PTPN12	SHC1	FBXO21	SUPT6H	TBC1D4	SMAD1	CUL7	GAB1	CDKN1B	IRF5	ANKS1A	KIAA1543	TK1	NCK2	NCK1	YLPM1	TNNT1	SYK	AKAP13	HDAC2	ITSN2	CBL	TGFBR1	NLK	MAP3K4	KIAA1549	MED13	MED23	PUM2	MAST3	MAPK14	TSC22D1	CSE1L	DLG1	LTBP1	DNM2	LPA	HDAC1	WDTC1	ALMS1	NCOR1	VIM
TCGA-GU-AATO-01	1	1				1						1	1						1	1						1																		1												1																								1																												1										1																																																																																		
TCGA-HQ-A5NE-01	1	1				1							1				1							1																1																					1	1																																												1	1														1	1							1				1												1																																																	1						
TCGA-FD-A3SJ-01	1	1					1						1				1																								1	1			1																																						1									1																																																								1																																																				
TCGA-GC-A6I3-01	1	1					1						1																																																				1																																																					1																				1														1																	1																															
TCGA-GC-A3OO-01	1	1							1	1			1											1																																																			1																																1																																																																																													
TCGA-XF-AAN0-01	1	1								1		1												1															1													1									1					1																	1										1							1						1								1				1							1						1		1																																																			1																
TCGA-ZF-A9RG-01	1	1								1			1										1												1						1									1			1					1						1																			1								1									1																				1																																																									1																							
TCGA-GV-A3JX-01	1	1									1	1	1							1															1									1																											1																	1										1									1													1				1							1																																																																					
TCGA-BT-A20R-01	1	1										1	1				1										1																												1																																					1					1																							1		1						1			1		1								1										1	1																							1											1														
TCGA-FD-A3B6-01	1	1										1	1				1																																						1			1																																																1														1																																										1																																					1	
TCGA-FD-A6TD-01	1	1										1	1																																																																									1																																																																																																																		
TCGA-ZF-AA53-01	1	1											1				1																																																																		1																													1																												1																												1				1																												
TCGA-GD-A6C6-01	1	1											1						1														1			1																				1																											1													1																						1																																																																					1													
TCGA-DK-A1A6-01	1	1											1											1																																1																										1	1										1																																						1																						1																																								1							
TCGA-BT-A20O-01	1	1											1																						1																																																										1														1																																																																																													
TCGA-FD-A3NA-01	1	1											1																														1																																																																				1																	1									1																																																															
TCGA-DK-A1AB-01	1	1											1																																														1																								1									1	1				1																																																																																																							1
TCGA-G2-A2EJ-01	1	1											1																																																									1																		1																												1																																			1																																		1															
TCGA-GC-A3WC-01	1	1											1																																																																																							1											1							1																																																																																		
TCGA-DK-AA6X-01	1	1															1																																																										1								1																																								1																																												1																																	
TCGA-E7-A7DU-01	1	1																1																1																1						1																											1		1																						1														1		1																				1																1										1																															
TCGA-ZF-A9RL-01	1	1																	1	1															1					1				1	1					1											1						1																																																								1						1		1																																																						1				1											
TCGA-E5-A2PC-01	1	1																										1	1																					1					1												1				1												1									1								1																																										1																							1																																			
TCGA-FD-A43N-01	1	1																										1					1												1																																																																											1																							1																																																									
TCGA-ZF-AA4N-01	1	1																																	1																																																																																1			1												1																																																																						
TCGA-ZF-A9RE-01	1	1																																																1																																	1																																																																																																																					
TCGA-DK-A1A5-01	1	1																																																						1																								1								1																			1																					1																																																											1													
TCGA-ZF-AA52-01	1	1																																																											1																																																													1																																																																														
TCGA-K4-A4AB-01	1	1																																																																1																	1																							1																																																																											1																			
TCGA-UY-A78M-01	1	1																																																																																																																				1																																																																																		
TCGA-GU-A42Q-01	1		1	1																																							1	1																																																																																1																						1																	1																																					
TCGA-GU-A767-01	1		1		1					1				1							1																1			1																1											1																		1																	1		1														1			1											1																																																																		1	1	
TCGA-BL-A3JM-01	1		1		1							1	1																																											1																																																																																																															1																							1										
TCGA-BT-A42F-01	1		1				1		1									1																																																																																									1														1										1																																																																					
TCGA-4Z-AA7Q-01	1		1				1										1	1																		1						1			1																																						1													1																						1																																																										1																		1			1			
TCGA-DK-A2I1-01	1		1						1												1														1																																																						1			1																										1													1															1																																							1															
TCGA-XF-AAML-01	1		1							1		1	1				1																1																						1	1											1																			1										1							1			1		1														1		1																							1	1		1												1																1					1		1					1										
TCGA-GC-A3YS-01	1		1							1		1																				1																								1																																																										1			1		1																																											1																																						
TCGA-DK-A3IL-01	1		1									1	1				1					1		1																																1																	1			1																				1																																												1														1																													1																	
TCGA-E5-A4TZ-01	1		1									1	1				1																	1	1																																															1				1																																																						1																					1									1				1											1			1												
TCGA-LC-A66R-01	1		1									1	1																																																				1																																																																																																																																							
TCGA-UY-A9PH-01	1		1										1				1																1								1																							1																1															1														1									1													1										1											1										1															1				1				1															
TCGA-BT-A20J-01	1		1										1						1																									1				1			1																																														1							1																			1																										1														1		1					1																				1										
TCGA-LT-A5Z6-01	1		1										1																		1																	1							1	1																	1																	1									1																				1		1			1									1	1							1																																													1														
TCGA-K4-A6MB-01	1		1										1																				1																																																1								1				1													1			1					1				1																		1																						1																											1								1							
TCGA-DK-A1AD-01	1		1										1																						1																																																																													1						1				1											1															1																																																				
TCGA-E7-A7DV-01	1		1										1																																					1											1																											1																																1																	1													1																																																		
TCGA-BL-A13J-01	1		1										1																																																1				1																																																																																			1																																																				
TCGA-XF-A8HH-01	1		1														1																																																			1															1																							1																																																																																														
TCGA-DK-AA6R-01	1		1																					1											1										1											1														1																																				1																																																											1																																			
TCGA-FD-A6TK-01	1		1																																	1																															1															1																																																	1																																																																				1	
TCGA-GV-A3JZ-01	1		1																																										1				1							1		1																		1												1																							1										1	1																														1										1																																1						
TCGA-ZF-AA54-01	1		1																																																					1																																																														1																									1													1																																												
TCGA-UY-A9PD-01	1		1																																																														1																		1									1														1	1																					1																																																																						1	1	
TCGA-DK-AA6L-01	1			1						1			1											1					1																																	1											1														1						1													1	1	1														1																1																																																						1	1							
TCGA-FJ-A3ZF-01	1			1									1				1																																	1																																						1							1		1																																			1								1								1																																																				
TCGA-DK-AA6U-01	1			1																	1														1	1					1				1			1							1																		1	1														1																														1				1						1																		1																							1																															
TCGA-G2-AA3F-01	1			1																								1																																																																																										1																																																																					1													
TCGA-CU-A3KJ-01	1			1																																						1														1																											1					1	1				1																																							1																																																												1								
TCGA-DK-A3IU-01	1					1	1												1																										1				1							1						1																			1				1																																	1				1																														1																											1																1				1	
TCGA-XF-AAMF-01	1					1						1					1		1									1																																																																																																																																																																												
TCGA-XF-A9T6-01	1					1						1																																1			1						1												1		1																											1			1										1																															1									1						1																				1																					1						
TCGA-HQ-A5ND-01	1					1							1																	1																																																																																								1																																	1																																																	
TCGA-FD-A3SS-01	1					1							1																																															1														1																			1																					1								1						1																			1	1																															1																					
TCGA-4Z-AA80-01	1					1															1																																							1								1																																						1												1			1																			1																																													1															1
TCGA-G2-A2EL-01	1						1					1	1																						1																		1																														1					1																			1											1	1																																																																									1								
TCGA-ZF-AA58-01	1						1					1				1																												1		1																												1														1																												1		1																																		1																																																
TCGA-FJ-A3Z7-01	1						1						1										1																																																	1																									1	1						1				1																		1								1																																																																		
TCGA-DK-AA6W-01	1						1						1																										1					1												1																	1										1					1				1																														1																																																																												1		
TCGA-GC-A3RC-01	1						1																												1												1																																				1																																						1																										1																																																					
TCGA-ZF-A9RD-01	1						1																																																																												1										1											1																																																																						1																						1		1		
TCGA-BT-A3PJ-01	1							1	1			1	1																						1										1				1																1																				1																													1				1																			1																																								1		1																					
TCGA-UY-A9PA-01	1							1																							1					1																	1																																1																					1																										1																																																																				
TCGA-GU-A42P-01	1							1																																																1				1									1														1																																																																																																																					
TCGA-DK-A3IN-01	1								1			1	1				1			1																1																																							1																							1																																												1																																1												1														
TCGA-FD-A3N5-01	1								1			1												1		1									1																																1		1														1		1							1																						1																								1																			1																			1																								
TCGA-HQ-A2OF-01	1									1	1		1						1																																	1				1																																																																																																																																																
TCGA-K4-A6FZ-01	1									1		1	1				1																													1																																		1										1					1			1																	1				1				1	1																									1																																			1	1								1							
TCGA-ZF-A9RF-01	1									1		1	1																				1																							1																																																																												1									1												1																										1							1									1					
TCGA-K4-A5RJ-01	1									1		1	1																							1									1											1											1											1																																								1																																										1					1			1											1						1													1		
TCGA-GV-A40G-01	1									1		1	1																																																																																																																															1																																																												
TCGA-XF-A9SI-01	1									1		1												1									1																						1							1		1																					1			1					1				1			1								1										1					1					1	1					1																																																																	1	
TCGA-XF-A9SM-01	1									1		1												1																					1											1																																1																																			1																								1																			1																																		
TCGA-DK-A2I6-01	1									1			1						1																										1																																						1					1													1													1														1	1									1												1																													1																					
TCGA-KQ-A41S-01	1									1			1								1																															1																																								1					1																																			1																		1				1										1					1																															
TCGA-GU-A766-01	1									1			1										1								1																																												1																																							1									1								1																																											1																										
TCGA-XF-AAN3-01	1									1			1																													1														1																																								1																																																																																																								
TCGA-XF-AAMX-01	1									1			1																																1								1																														1		1								1							1																						1	1									1																		1																																			1													1		
TCGA-2F-A9KP-01	1									1																																																																									1																			1																																																				1																1																							1							
TCGA-FD-A43P-01	1										1	1	1																				1			1										1										1	1			1			1											1									1	1																																																																																		1			1																														1	
TCGA-DK-A3IK-01	1										1															1							1																											1																																																			1																																																																1																									
TCGA-BT-A3PH-01	1											1	1			1																	1				1																1																														1					1	1																	1			1		1											1																		1																					1						1																	1																
TCGA-FD-A62N-01	1											1	1								1																																																																																																													1																																																																						
TCGA-FD-A3SL-01	1											1	1															1							1																																																1																																			1																																																																																	1	
TCGA-UY-A78L-01	1											1	1																	1																		1																																													1																																																																					1															1																						1	
TCGA-XF-A9T3-01	1											1	1																						1										1							1			1		1	1													1															1											1		1																					1	1																																																																															
TCGA-FD-A6TF-01	1											1	1																																	1												1																																																															1																																						1																																		1							
TCGA-XF-A9SZ-01	1											1	1																																																1																									1																																																																																																								1										
TCGA-PQ-A6FN-01	1											1							1																																		1																1																																																																									1										1																																																
TCGA-FD-A3B7-01	1											1								1																																																																															1																																																																																																					
TCGA-DK-A3X2-01	1											1											1												1																																						1						1																											1																																																																																														
TCGA-DK-A3IV-01	1											1												1																														1																																											1																																								1		1																																																													
TCGA-ZF-AA4T-01	1											1																						1																																																															1					1																																																																																																		
TCGA-K4-A5RH-01	1											1																							1			1																																																																			1																		1			1																																																																										
TCGA-E7-A6ME-01	1											1																							1																					1													1														1																																			1																																																																																		
TCGA-PQ-A6FI-01	1											1																							1																					1																																									1	1																				1				1																								1																1																																						
TCGA-4Z-AA86-01	1											1																							1																					1																																																																																																																																		1														
TCGA-FD-A6TE-01	1											1																										1																																			1								1							1				1																						1				1																																																																																		
TCGA-ZF-AA5H-01	1											1																																1																																																																																																																																																												
TCGA-BT-A2LA-01	1											1																																			1									1											1	1																													1																																																																			1																								1			1		1							
TCGA-XF-A9SX-01	1											1																																								1																																				1																														1																																																														1																				
TCGA-XF-AAN7-01	1											1																																																																																1																																1																					1																														1																									
TCGA-YF-AA3M-01	1												1				1																																																																																																										1																																					1																																							1	
TCGA-G2-AA3D-01	1												1					1																																		1																													1		1																										1														1																											1																																	1																	
TCGA-UY-A8OB-01	1												1						1		1						1						1												1																																																			1																																				1														1																										1				1						1					1													
TCGA-XF-A9SY-01	1												1						1																																				1						1																											1			1						1																								1																1																																																									1						
TCGA-4Z-AA7R-01	1												1							1																1						1											1			1											1																																							1												1	1				1		1	1																										1											1																			1		1														1		
TCGA-CF-A1HS-01	1												1							1																						1						1								1													1													1	1												1																										1	1														1														1																																																		
TCGA-BT-A2LD-01	1												1								1							1																																1																							1																		1																															1														1																																																						
TCGA-FD-A3SP-01	1												1									1													1																														1		1																							1																												1																																																																																	1	
TCGA-GC-A3RB-01	1												1													1																																																														1					1	1																								1																																																																																		
TCGA-KQ-A41P-01	1												1																		1																																																				1																																																			1					1																																																													1
TCGA-KQ-A41O-01	1												1																				1		1								1		1																								1														1							1						1																																										1																																					1		1						1																	
TCGA-ZF-A9RN-01	1												1																						1										1														1																																		1													1																																									1			1												1																																						
TCGA-UY-A9PE-01	1												1																														1																					1																								1																														1								1																																								1																																		
TCGA-FJ-A3ZE-01	1												1																																					1					1				1						1			1								1							1			1																											1								1											1																			1																																																	
TCGA-GD-A2C5-01	1												1																																										1												1																1						1																																													1																								1																									1																	
TCGA-GV-A3QH-01	1												1																																											1																											1																																							1																1		1																								1																							1													
TCGA-FD-A62S-01	1												1																																											1																																1																		1																																																																																														
TCGA-K4-A4AC-01	1												1																																																								1																																																																																																																																			
TCGA-GU-A764-01	1												1																																																														1																																											1				1																																					1																																									
TCGA-GU-A762-01	1												1																																																																				1																		1																			1																																																																																		
TCGA-BT-A20N-01	1												1																																																																								1																																	1															1																		1										1																																							
TCGA-XF-A9SK-01	1												1																																																																																																									1																																																																															1	1		
TCGA-BT-A20U-01	1																		1														1											1																																																				1																																																																																																								
TCGA-K4-AAQO-01	1																		1																1																																										1																																														1																																		1						1																																					
TCGA-UY-A78N-01	1																		1																															1																																															1																							1																																										1			1																																			
TCGA-G2-A3IB-01	1																			1																																																													1																																					1																																																																																		
TCGA-UY-A78O-01	1																				1																																																									1												1				1			1																																																																																																							
TCGA-ZF-A9RM-01	1																				1																																																																																					1																																																																																														
TCGA-G2-A2ES-01	1																							1			1					1																																																			1																																																	1																																						1																									1					
TCGA-DK-AA74-01	1																							1																	1																																								1												1																														1																																																																1					1								
TCGA-FD-A5BV-01	1																							1																																																1	1					1					1																																		1																																			1																																	1															
TCGA-C4-A0EZ-01	1																														1												1													1																										1																																									1																																				1																																									
TCGA-CF-A47Y-01	1																														1																			1																																	1					1																																																																																																																
TCGA-G2-A3IE-01	1																																1													1						1																										1				1															1																															1			1		1			1																				1																					1																							
TCGA-XF-AAMT-01	1																																		1																																																																																			1																																		1																																																
TCGA-GU-AATP-01	1																																			1				1											1																					1											1					1	1											1																		1				1																	1																																																										1		1	
TCGA-E7-A97Q-01	1																																				1																																														1					1									1																																																																																																							
TCGA-ZF-A9R0-01	1																																								1																											1													1		1																								1																																		1																			1																									1															
TCGA-FD-A3SR-01	1																																												1											1												1	1							1																																						1																	1														1	1																																																						
TCGA-FD-A5BR-01	1																																												1																																																				1																																																																																								1															
TCGA-GD-A3OS-01	1																																														1													1																											1																										1																																																																																							
TCGA-GC-A6I1-01	1																																															1																																	1				1											1																						1																																																																																		
TCGA-CF-A5U8-01	1																																																	1														1																			1																																																																																																																					
TCGA-DK-A3IS-01	1																																																	1																																	1							1	1						1														1	1																									1										1																1																									1												
TCGA-XF-AAMW-01	1																																																				1																																																															1																																																																																				
TCGA-4Z-AA7M-01	1																																																							1																													1							1															1											1	1																												1																								1																											1	1	
TCGA-ZF-A9R4-01	1																																																							1																																1																1														1										1													1																																																										1	
TCGA-DK-A2I2-01	1																																																																1												1						1																																													1																																																																							1	
TCGA-FD-A3B8-01	1																																																																																							1								1	1																																																																																																							
TCGA-BT-A20X-01	1																																																																																							1																				1										1																																					1																																													
TCGA-XF-AAMQ-01	1																																																																																																											1																																																																																								1		1		
TCGA-C4-A0F7-01	1																																																																																																															1						1																																																																																		
TCGA-DK-A3IM-01	1																																																																																																																					1			1																																																																								1							
TCGA-K4-A5RI-01	1																																																																																																																					1															1																																																																			
TCGA-XF-AAMJ-01	1																																																																																																																					1																																																																																1		
TCGA-GV-A3JW-01	1																																																																																																																																																																																																							
TCGA-K4-A83P-01		1	1				1			1			1													1															1																						1																							1																	1																1																														1													1																	1																					
TCGA-FD-A5BX-01		1	1										1																	1																												1																					1				1																					1		1					1							1																				1		1												1				1																																												
TCGA-2F-A9KO-01		1	1										1																				1											1					1																																																																			1		1																			1														1					1																																			1									
